Fall,College,Term Code,Department,Major Code,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Asian,Legacy Advising Code,Legacy Department Code,YearTotal,StudentsPer100
1980,ACES,0,0,14337,3616,1933,1683,11,3240,62,64,25,21,0,0,193,0,0,148308,147457,21542,16.78581376
1980,Applied Health Sciences,0,0,0,744,266,478,3,675,4,35,5,4,0,0,18,0,0,57870,57870,21542,3.453718318
1980,Applied Life Sciences,0,0,698,46,18,28,2,33,1,3,1,0,0,0,6,0,0,7210,7210,21542,0.213536348
1980,Aviation,0,0,487,194,170,24,1,3,5,1,181,3,0,0,8,0,0,15630,15630,21542,0.900566336
1980,Business,0,0,1531,2285,2828,1845,15,2807,111,204,45,16,0,0,207,0,0,35435,35435,21542,10.60718596
1980,Education,0,0,0,1583,449,1134,35,1332,19,67,25,11,0,0,94,0,0,38414,38414,21542,7.348435614
1980,Engineering,0,0,1834,5127,4445,810,14,4387,279,142,68,16,0,0,399,0,0,113979,116052,21542,23.80001857
1980,Fine and Applied Arts,0,0,310,2737,1439,1298,21,2450,72,57,30,10,0,0,97,0,0,79766,79766,21542,12.70541268
1980,LAS,0,0,4957,3128,1982,1146,40,2604,213,263,91,10,0,0,304,0,0,167006,168696,21542,14.52047164
1980,Labor and Industrial Relations,0,0,0,79,47,32,1,29,64,1,8,5,0,0,50,0,0,6010,6010,21542,0.366725467
1980,Law,0,0,0,639,468,171,2,578,1,22,10,1,0,0,25,0,0,9030,9030,21542,2.966298394
1980,Media,0,0,5164,470,164,306,2,15,2,11,428,12,0,0,49,0,0,14046,14046,21542,2.181784421
1980,Social Work,0,0,730,315,69,246,1,279,3,15,8,2,0,0,7,0,0,13620,13620,21542,1.462259772
1980,VetMed,0,0,1913,437,261,176,1,401,3,2,2,1,0,0,27,0,0,22057,22057,21542,2.028595302
1980,iSchool,0,0,0,142,34,108,1,8,3,2,126,2,0,0,43,0,0,7410,7410,21542,0.659177421
1981,ACES,0,0,14294,3634,1933,1701,22,3237,65,63,29,14,0,0,204,0,0,142621,142277,22855,15.90024065
1981,Applied Health Sciences,0,0,0,759,290,469,8,687,5,32,1,1,0,0,25,0,0,50620,50620,22855,3.320936338
1981,Applied Life Sciences,0,0,349,39,15,24,2,30,0,2,0,0,0,0,5,0,0,3605,3605,22855,0.170640998
1981,Aviation,0,0,487,165,153,12,2,4,159,2,1,1,0,0,161,0,0,15630,15630,22855,0.721942682
1981,Business,0,0,1531,3408,2825,2016,12,2893,134,198,65,9,0,0,227,0,0,35435,35435,22855,14.91139794
1981,Education,0,0,0,1590,421,1169,46,1303,31,62,33,8,0,0,107,0,0,38414,38414,22855,6.95690221
1981,Engineering,0,0,1844,5202,4440,896,12,4479,314,132,73,10,0,0,347,0,0,116231,118304,22855,22.76088383
1981,Fine and Applied Arts,0,0,310,2785,1452,1333,18,2458,91,64,32,8,0,0,114,0,0,79766,79766,22855,12.18551739
1981,LAS,0,0,5265,3184,1984,1200,53,2577,233,261,95,12,0,0,377,0,0,166952,168642,22855,13.93130606
1981,Labor and Industrial Relations,0,0,0,64,40,24,2,43,3,57,21,2,0,0,0,0,0,6010,6010,22855,0.280026252
1981,Law,0,0,0,645,451,194,23,569,21,595,76,6,0,0,0,0,0,9030,9030,22855,2.822139576
1981,Media,0,0,5164,477,169,308,1,433,9,12,2,2,0,0,18,0,0,19666,19666,22855,2.087070663
1981,Social Work,0,0,730,316,57,259,8,270,5,16,4,3,0,0,10,0,0,13620,13620,22855,1.382629622
1981,VetMed,0,0,1913,439,257,182,4,393,5,2,3,1,0,0,31,0,0,22057,22057,22855,1.920805075
1981,iSchool,0,0,0,148,34,114,3,123,4,4,2,1,0,0,11,0,0,7410,7410,22855,0.647560709
1982,ACES,0,0,14291,3593,1898,1695,23,3202,75,49,29,7,0,0,208,0,0,139623,139279,22778,15.77399245
1982,Applied Health Sciences,0,0,0,742,260,482,10,663,6,29,6,1,0,0,27,0,0,57850,57850,22778,3.257529195
1982,Applied Life Sciences,0,0,698,40,10,30,3,31,0,1,0,0,0,0,5,0,0,7210,7210,22778,0.175608043
1982,Aviation,0,0,487,153,142,11,1,148,145,5,5,2,0,0,0,0,0,15630,15630,22778,0.671700764
1982,Business,0,0,1531,3469,2781,2096,16,2925,130,200,79,8,0,0,240,0,0,35435,35435,22778,15.22960752
1982,Education,0,0,0,1583,409,1174,82,1256,32,60,30,4,0,0,119,0,0,40415,40415,22778,6.949688296
1982,Engineering,0,0,1943,5040,4214,954,20,5256,367,148,84,10,0,0,283,0,0,115431,118195,22778,22.1266134
1982,Fine and Applied Arts,0,0,310,2731,1424,1307,29,2411,92,61,31,9,0,0,98,0,0,82191,82191,22778,11.98963913
1982,LAS,0,0,4957,3323,2979,1304,59,2617,265,238,96,11,0,0,419,0,0,163726,165416,22778,14.58863816
1982,Labor and Industrial Relations,0,0,0,74,43,31,1,8,1,4,54,6,0,0,29,0,0,6010,6010,22778,0.324874879
1982,Law,0,0,0,658,450,208,1,21,10,18,607,1,0,0,80,0,0,9030,9030,22778,2.888752305
1982,Media,0,0,5164,490,184,306,2,20,1,7,450,10,0,0,53,0,0,16856,16856,22778,2.151198525
1982,Social Work,0,0,730,293,64,229,25,12,5,5,234,12,0,0,21,0,0,6810,6810,22778,1.286328914
1982,VetMed,0,0,1913,434,250,184,5,388,5,2,3,1,0,0,30,0,0,22057,22057,22778,1.905347265
1982,iSchool,0,0,0,155,38,117,10,17,2,5,118,3,0,0,54,0,0,7410,7410,22778,0.680481166
1983,ACES,0,0,14639,3591,1867,1724,31,3142,89,54,32,3,0,0,240,0,0,144382,144038,22506,15.95574513
1983,Applied Health Sciences,0,0,0,672,271,401,5,600,11,18,7,1,0,0,30,0,0,72310,72310,22506,2.985870435
1983,Applied Life Sciences,0,0,698,62,22,40,1,55,1,2,0,1,0,0,2,0,0,7210,7210,22506,0.275482094
1983,Aviation,0,0,487,140,126,14,0,133,2,1,4,0,0,0,0,0,0,15630,15630,22506,0.622056341
1983,Business,0,0,1643,3368,2629,2131,26,2784,146,205,76,6,0,0,266,0,0,38050,38050,22506,14.96489825
1983,Education,0,0,0,1491,405,1086,56,1195,30,62,24,10,0,0,114,0,0,40415,40415,22506,6.624900027
1983,Engineering,0,0,1844,4945,4094,996,24,5144,430,167,95,6,0,0,285,0,0,113233,115997,22506,21.9719186
1983,Fine and Applied Arts,0,0,310,2643,1401,1242,30,2336,96,55,31,10,0,0,85,0,0,77363,77363,22506,11.74353506
1983,LAS,0,0,5265,3449,2936,1354,56,2700,259,235,107,8,0,0,446,0,0,170594,171845,22506,15.32480227
1983,Labor and Industrial Relations,0,0,0,70,39,31,0,56,2,5,0,0,0,0,7,0,0,6010,6010,22506,0.31102817
1983,Law,0,0,0,675,449,226,2,610,3,28,10,1,0,0,21,0,0,9030,9030,22506,2.999200213
1983,Media,0,0,5164,532,204,328,2,475,8,18,7,0,0,0,22,0,0,16856,16856,22506,2.363814094
1983,Social Work,0,0,730,273,57,216,18,230,3,10,2,1,0,0,9,0,0,6810,13620,22506,1.213009864
1983,VetMed,0,0,1913,412,234,178,6,373,6,1,4,1,0,0,21,0,0,22057,22057,22506,1.830622945
1983,iSchool,0,0,0,183,45,138,8,141,6,6,0,1,0,0,21,0,0,7410,7410,22506,0.813116502
1984,ACES,0,0,14588,3647,1880,1767,51,3111,96,55,42,7,0,0,285,0,0,147527,147183,22612,16.12860428
1984,Applied Health Sciences,0,0,0,739,288,451,31,641,9,15,11,1,0,0,31,0,0,68685,68685,22612,3.26817619
1984,Applied Life Sciences,0,0,698,94,32,62,3,78,4,4,1,1,0,0,3,0,0,7210,7210,22612,0.415708473
1984,Aviation,0,0,487,136,119,17,9,2,3,3,117,2,0,0,6,0,0,15630,15630,22612,0.601450557
1984,Business,0,0,1531,3048,2286,1969,45,2474,129,192,63,5,0,0,279,0,0,35435,35435,22612,13.47956837
1984,Education,0,0,0,1446,393,1053,63,1169,32,45,23,9,0,0,105,0,0,40415,40415,22612,6.394834601
1984,Engineering,0,0,1943,4880,4095,951,54,5037,474,149,87,6,0,0,293,0,0,111683,113756,22612,21.58146117
1984,Fine and Applied Arts,0,0,310,2649,1416,1233,78,2273,102,59,41,6,0,0,90,0,0,77391,77391,22612,11.71501857
1984,LAS,0,0,5265,3846,3113,1649,172,2928,292,243,96,12,0,0,463,0,0,175632,178359,22612,17.00866796
1984,Labor and Industrial Relations,0,0,0,65,33,32,2,38,6,55,27,2,0,0,0,0,0,6010,6010,22612,0.287457987
1984,Law,0,0,0,663,432,231,20,576,3,23,10,3,0,0,28,0,0,9030,9030,22612,2.932071466
1984,Media,0,0,5164,536,196,340,4,21,8,10,475,18,0,0,66,0,0,19676,19676,22612,2.370422784
1984,Social Work,0,0,730,278,52,226,20,233,3,9,3,1,0,0,9,0,0,6810,6810,22612,1.229435698
1984,VetMed,0,0,1913,401,226,175,6,358,7,1,4,1,0,0,24,0,0,22057,22057,22612,1.773394658
1984,iSchool,0,0,0,184,47,137,17,135,4,4,1,1,0,0,22,0,0,7410,7410,22612,0.813727224
1985,ACES,0,0,14588,3610,1864,1746,29,3077,88,57,40,7,0,0,312,0,0,139845,139501,23294,15.49755302
1985,Applied Health Sciences,0,0,0,727,315,412,16,620,17,21,14,3,0,0,36,0,0,65070,65070,23294,3.120975358
1985,Applied Life Sciences,0,0,698,100,35,65,1,90,3,5,1,0,0,0,0,0,0,7210,7210,23294,0.429295097
1985,Aviation,0,0,487,190,168,22,9,165,4,3,8,0,0,0,1,0,0,20840,20840,23294,0.815660685
1985,Business,0,0,1531,3232,2315,1999,52,3497,168,189,72,5,0,0,331,0,0,39208,38869,23294,13.87481755
1985,Education,0,0,0,1467,390,1077,56,1196,28,47,17,4,0,0,119,0,0,38414,38414,23294,6.29775908
1985,Engineering,0,0,1943,5136,4342,978,36,4235,591,169,105,7,0,0,323,0,0,121402,122784,23294,22.04859621
1985,Fine and Applied Arts,0,0,310,2741,1475,1266,67,2339,103,60,47,6,0,0,119,0,0,79816,79816,23294,11.76697862
1985,LAS,0,0,4957,4010,3171,1760,123,3045,294,295,114,11,0,0,512,0,0,172455,175173,23294,17.21473341
1985,Labor and Industrial Relations,0,0,0,62,31,31,1,53,0,2,0,0,0,0,6,0,0,6010,6010,23294,0.26616296
1985,Law,0,0,0,648,426,222,10,573,6,30,9,2,0,0,18,0,0,9030,9030,23294,2.781832231
1985,Media,0,0,5164,522,182,340,2,285,14,9,182,10,0,0,29,0,0,19676,19676,23294,2.240920409
1985,Social Work,0,0,730,282,55,227,23,226,4,11,4,1,0,0,13,0,0,6810,6810,23294,1.210612175
1985,VetMed,0,0,1913,394,216,178,6,354,6,2,3,1,0,0,22,0,0,22057,22057,23294,1.691422684
1985,iSchool,0,0,0,173,47,126,9,138,2,2,1,1,0,0,20,0,0,7410,7410,23294,0.742680519
1986,ACES,0,0,14588,3415,1786,1629,34,2856,88,59,30,6,0,0,342,0,0,139815,139471,24601,13.88154953
1986,Applied Health Sciences,0,0,0,684,293,391,13,589,15,30,5,2,0,0,30,0,0,61455,61455,24601,2.780374782
1986,Applied Life Sciences,0,0,698,132,38,94,2,110,5,10,2,0,0,0,3,0,0,7210,7210,24601,0.536563554
1986,Aviation,0,0,487,208,185,23,7,176,7,4,12,2,0,0,0,0,0,20840,20840,24601,0.845494086
1986,Business,0,0,1531,4327,2384,1943,49,3398,178,211,79,6,0,0,406,0,0,37168,37168,24601,17.58871591
1986,Education,0,0,0,1579,413,1166,50,1282,37,53,25,3,0,0,129,0,0,38414,38414,24601,6.418438275
1986,Engineering,0,0,1943,5324,4492,998,45,4296,625,183,133,6,0,0,392,0,0,118434,120507,24601,21.64139669
1986,Fine and Applied Arts,0,0,310,2678,1424,1254,65,2242,111,62,47,4,0,0,147,0,0,79816,79816,24601,10.88573635
1986,LAS,0,0,4957,4085,3248,1793,118,3064,346,336,126,15,0,0,529,0,0,169297,172015,24601,16.60501606
1986,Labor and Industrial Relations,0,0,0,81,40,41,2,69,0,4,2,0,0,0,4,0,0,6010,6010,24601,0.329254908
1986,Law,0,0,0,663,427,236,7,585,8,19,11,2,0,0,31,0,0,9030,9030,24601,2.695012398
1986,Media,0,0,5164,540,173,367,6,469,18,13,8,0,0,0,26,0,0,19676,19676,24601,2.195032722
1986,Social Work,0,0,730,270,54,216,23,214,6,9,5,2,0,0,11,0,0,13620,13620,24601,1.097516361
1986,VetMed,0,0,1913,409,210,199,4,373,7,1,1,1,0,0,22,0,0,22057,22057,24601,1.662534043
1986,iSchool,0,0,0,206,58,148,6,161,5,5,3,1,0,0,25,0,0,7410,7410,24601,0.837364335
1987,ACES,0,0,14000,3317,1753,1564,23,2730,95,57,31,4,0,0,377,0,0,137946,137602,24553,13.50955077
1987,Applied Health Sciences,0,0,0,675,288,387,9,581,18,20,8,2,0,0,37,0,0,54245,54245,24553,2.749154889
1987,Applied Life Sciences,0,0,698,154,50,104,4,128,9,8,3,0,0,0,2,0,0,7210,7210,24553,0.627214597
1987,Aviation,0,0,487,210,184,26,4,186,8,5,6,1,0,0,0,0,0,26050,26050,24553,0.855292632
1987,Business,0,0,1531,4299,2469,1830,33,3286,225,215,87,7,0,0,446,0,0,38869,38869,24553,17.50906203
1987,Education,0,0,0,1592,420,1172,39,1271,47,54,26,4,0,0,151,0,0,38414,38414,24553,6.483932717
1987,Engineering,0,0,1943,5368,4574,971,38,5174,699,193,156,7,0,0,449,0,0,112433,113815,24553,21.86290881
1987,Fine and Applied Arts,0,0,310,2724,1477,1247,52,2250,146,72,54,8,0,0,142,0,0,84631,84631,24553,11.09436729
1987,Graduate,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2601,2601,24553,0.004072822
1987,LAS,0,0,4955,4088,3191,1829,104,2995,379,441,174,9,0,0,560,0,0,166079,168797,24553,16.64969657
1987,Labor and Industrial Relations,0,0,0,83,41,42,1,70,1,3,3,0,0,0,5,0,0,6010,6010,24553,0.338044231
1987,Law,0,0,0,645,394,251,5,564,7,24,15,0,0,0,30,0,0,9030,9030,24553,2.626970228
1987,Media,0,0,5164,526,166,360,1,455,0,24,4,18,0,0,24,0,0,19676,19676,24553,2.142304403
1987,Social Work,0,0,730,274,55,219,21,215,6,13,2,3,0,0,14,0,0,13620,13620,24553,1.115953244
1987,VetMed,0,0,1557,407,192,215,8,373,5,1,2,1,0,0,17,0,0,17656,17656,24553,1.657638578
1987,iSchool,0,0,0,190,42,148,4,150,6,4,2,0,0,0,24,0,0,7410,7410,24553,0.773836191
1988,ACES,0,0,13648,3233,1673,1560,43,2595,105,47,45,4,0,0,394,0,0,128146,128241,23459,13.78149111
1988,Applied Health Sciences,0,0,0,712,299,413,15,603,28,19,11,2,0,0,34,0,0,50630,50630,23459,3.035082484
1988,Applied Life Sciences,0,0,698,106,34,72,1,76,15,8,4,1,0,0,1,0,0,7210,7210,23459,0.451852168
1988,Aviation,0,0,487,202,178,24,9,175,5,2,9,1,0,0,1,0,0,26050,26050,23459,0.861076772
1988,Business,0,0,1531,3472,2629,1862,56,3274,267,261,108,4,0,0,521,0,0,40602,40602,23459,14.80028987
1988,Education,0,0,0,1600,425,1175,53,1257,46,58,35,7,0,0,144,0,0,38414,38414,23459,6.820410077
1988,Engineering,0,0,1943,5382,4605,940,37,4961,770,212,171,8,0,0,474,0,0,118435,120508,23459,22.9421544
1988,Fine and Applied Arts,0,0,310,2635,1419,1216,36,2170,138,77,58,10,0,0,146,0,0,87056,87056,23459,11.23236285
1988,LAS,0,0,4955,4126,2288,1838,123,2947,441,517,231,10,0,0,566,0,0,167805,168882,23459,17.58813249
1988,Labor and Industrial Relations,0,0,0,89,42,47,7,70,2,2,1,1,0,0,6,0,0,6010,6010,23459,0.379385311
1988,Law,0,0,0,619,378,241,11,530,9,27,17,0,0,0,4,0,0,9030,9030,23459,2.638646149
1988,Media,0,0,5164,528,167,361,4,448,19,20,7,3,0,0,27,0,0,19676,19676,23459,2.250735325
1988,Social Work,0,0,365,174,38,136,16,129,2,10,3,1,0,0,13,0,0,6810,6810,23459,0.741719596
1988,VetMed,0,0,1557,403,189,214,5,371,4,2,2,1,0,0,18,0,0,17656,17656,23459,1.717890788
1988,iSchool,0,0,0,178,51,127,5,134,4,4,2,0,0,0,29,0,0,7410,7410,23459,0.758770621
1989,ACES,0,0,13938,3148,1616,1532,41,2454,136,60,51,5,0,0,401,0,0,128340,128435,24137,13.04221734
1989,Applied Health Sciences,0,0,350,730,333,397,18,604,28,27,14,0,0,0,39,0,0,57840,57840,24137,3.02440237
1989,Applied Life Sciences,0,0,698,88,26,62,1,61,16,5,3,1,0,0,1,0,0,7210,7210,24137,0.364585491
1989,Aviation,0,0,487,200,170,30,3,168,12,4,10,2,0,0,1,0,0,26050,26050,24137,0.828603389
1989,Business,0,0,1531,4479,2690,1789,45,3146,294,274,155,2,0,0,563,0,0,40602,40602,24137,18.5565729
1989,Education,0,0,0,1505,360,1145,68,1180,43,40,28,5,0,0,141,0,0,38414,38414,24137,6.235240502
1989,Engineering,0,0,1943,5203,5391,862,39,4565,740,235,186,9,0,0,479,0,0,118457,120530,24137,21.55611716
1989,Fine and Applied Arts,0,0,310,2541,1371,1170,42,2082,143,75,67,8,0,0,124,0,0,89461,89461,24137,10.52740606
1989,LAS,0,0,4955,4179,3267,1883,117,2876,488,562,232,10,0,0,644,0,0,174293,175370,24137,17.31366781
1989,Labor and Industrial Relations,0,0,0,85,31,54,4,68,2,6,1,0,0,0,4,0,0,6010,6010,24137,0.35215644
1989,Law,0,0,0,612,364,248,17,514,10,33,15,2,0,0,21,0,0,9030,9030,24137,2.53552637
1989,Media,0,0,5164,549,180,369,5,455,14,32,12,1,0,0,30,0,0,19676,19676,24137,2.274516303
1989,Social Work,0,0,730,233,40,193,8,190,8,7,2,1,0,0,17,0,0,13620,13620,24137,0.965322948
1989,VetMed,0,0,1557,405,183,222,2,374,4,2,2,2,0,0,19,0,0,17656,17656,24137,1.677921863
1989,iSchool,0,0,0,180,57,123,10,139,4,1,2,0,0,0,24,0,0,7410,7410,24137,0.74574305
1990,ACES,0,0,13930,3159,1657,1502,41,2429,142,68,60,6,0,0,413,0,0,126406,126940,23473,13.45801559
1990,Applied Health Sciences,0,0,350,694,343,351,17,553,37,31,11,3,0,0,42,0,0,61455,61455,23473,2.956588421
1990,Applied Life Sciences,0,0,698,112,37,75,2,85,14,7,0,1,0,0,3,0,0,7210,7210,23473,0.477143953
1990,Aviation,0,0,487,216,187,29,4,187,7,5,12,1,0,0,0,0,0,20840,20840,23473,0.920206194
1990,Business,0,0,1531,3569,2884,1772,56,3165,372,321,164,4,0,0,574,0,0,40602,40602,23473,15.20470328
1990,Education,0,0,0,1567,364,1203,72,1185,54,69,36,3,0,0,148,0,0,38414,38414,23473,6.675755123
1990,Engineering,0,0,1943,5191,5402,834,47,4459,783,239,185,9,0,0,514,0,0,113959,116032,23473,22.11477016
1990,Fine and Applied Arts,0,0,310,2509,1364,1145,53,2018,169,84,70,9,0,0,106,0,0,87056,87056,23473,10.68887658
1990,LAS,0,0,4955,4294,2354,1940,116,2806,545,601,300,13,0,0,728,0,0,167802,168879,23473,18.29335833
1990,Labor and Industrial Relations,0,0,0,108,44,64,1,84,3,10,3,0,0,0,7,0,0,6010,6010,23473,0.460103097
1990,Law,0,0,0,622,401,221,24,494,12,44,23,3,0,0,22,0,0,9030,9030,23473,2.649853023
1990,Media,0,0,5164,541,202,339,9,427,16,43,15,1,0,0,30,0,0,19676,19676,23473,2.3047757
1990,Social Work,0,0,730,292,48,244,37,219,9,6,3,1,0,0,17,0,0,13620,13620,23473,1.243982448
1990,VetMed,0,0,1557,397,174,223,6,354,4,7,3,1,0,0,22,0,0,17656,17656,23473,1.691304904
1990,iSchool,0,0,0,202,65,137,15,151,2,3,1,0,0,0,30,0,0,7410,7410,23473,0.8605632
1991,ACES,0,0,13938,3254,1720,1534,29,2467,164,87,69,7,0,0,431,0,0,126730,127264,24978,13.02746417
1991,Applied Health Sciences,0,0,350,746,360,386,21,599,41,34,11,1,0,0,39,0,0,61455,61455,24978,2.986628233
1991,Applied Life Sciences,0,0,698,120,40,80,7,84,14,10,1,1,0,0,3,0,0,7210,7210,24978,0.480422772
1991,Aviation,0,0,487,213,185,28,6,184,10,3,7,3,0,0,0,0,0,20840,20840,24978,0.85275042
1991,Business,0,0,1531,3561,2890,1809,51,3131,397,301,158,3,0,0,658,0,0,38869,38869,24978,14.25654576
1991,Education,0,0,0,1642,371,1271,57,1248,57,90,35,4,0,0,151,0,0,40415,40415,24978,6.573784931
1991,Engineering,0,0,1834,6237,5386,851,30,4433,827,225,193,6,0,0,523,0,0,116189,118262,24978,24.96997358
1991,Fine and Applied Arts,0,0,310,2633,1410,1223,54,2053,204,90,86,4,0,0,142,0,0,84631,84631,24978,10.54127632
1991,LAS,0,0,5263,4306,2375,1931,128,2804,571,561,329,8,0,0,744,0,0,170966,172043,24978,17.23917047
1991,Labor and Industrial Relations,0,0,0,122,48,74,2,94,2,8,6,0,0,0,10,0,0,6010,6010,24978,0.488429818
1991,Law,0,0,0,642,421,221,9,511,16,52,19,4,0,0,31,0,0,9030,9030,24978,2.57026183
1991,Media,0,0,5164,531,193,338,5,416,21,51,15,2,0,0,21,0,0,19676,19676,24978,2.125870766
1991,Social Work,0,0,730,326,57,269,21,268,9,9,6,0,0,0,13,0,0,6810,6810,24978,1.305148531
1991,VetMed,0,0,1557,410,178,232,3,358,5,7,6,1,0,0,30,0,0,17656,17656,24978,1.641444471
1991,iSchool,0,0,0,235,70,165,7,181,3,10,1,1,0,0,32,0,0,7410,7410,24978,0.940827929
1992,ACES,0,0,14350,3310,1705,1605,34,2488,185,85,67,5,0,0,446,0,0,132390,132485,24911,13.2873028
1992,Applied Health Sciences,0,0,350,788,387,401,25,604,44,51,13,3,0,0,48,0,0,54215,54215,24911,3.16326121
1992,Applied Life Sciences,0,0,698,128,32,96,2,89,18,14,4,0,0,0,1,0,0,7210,7210,24911,0.513829232
1992,Aviation,0,0,487,212,180,32,2,185,9,4,11,1,0,0,0,0,0,20840,20840,24911,0.851029666
1992,Business,0,0,1531,3530,2875,1791,54,2989,405,266,158,3,0,0,791,0,0,54465,54465,24911,14.17044679
1992,Education,0,0,0,1541,357,1184,58,1152,51,102,38,4,0,0,136,0,0,38414,38414,24911,6.186022239
1992,Engineering,0,0,1943,6251,5388,863,45,4369,873,230,213,6,0,0,515,0,0,118414,120487,24911,25.09333226
1992,Fine and Applied Arts,0,0,310,2577,1333,1244,58,1938,208,93,97,6,0,0,177,0,0,87056,87056,24911,10.34482759
1992,LAS,0,0,5263,4368,3358,1982,121,2856,512,528,389,8,0,0,778,0,0,174219,175296,24911,17.53442254
1992,Labor and Industrial Relations,0,0,0,108,33,75,2,80,5,8,2,0,0,0,11,0,0,6010,6010,24911,0.433543415
1992,Law,0,0,0,630,393,237,9,481,27,61,29,1,0,0,22,0,0,9030,9030,24911,2.529003252
1992,Media,0,0,5164,503,183,320,4,380,31,59,13,1,0,0,15,0,0,19676,19676,24911,2.01918831
1992,Social Work,0,0,730,335,55,280,20,269,9,20,5,1,0,0,11,0,0,13620,13620,24911,1.344787443
1992,VetMed,0,0,1557,405,161,244,5,349,9,7,9,2,0,0,24,0,0,17656,17656,24911,1.625787805
1992,iSchool,0,0,0,225,59,166,11,176,2,7,3,1,0,0,25,0,0,7410,7410,24911,0.903215447
1993,ACES,0,0,14687,3399,1709,1690,47,2532,200,91,66,7,0,0,456,0,0,123988,125002,25431,13.36557744
1993,Applied Health Sciences,0,0,350,836,398,438,25,630,51,71,17,3,0,0,39,0,0,61455,61455,25431,3.287326491
1993,Applied Life Sciences,0,0,698,123,33,90,1,95,6,10,7,0,0,0,4,0,0,7210,7210,25431,0.483661673
1993,Aviation,0,0,487,208,171,37,7,168,11,5,15,1,0,0,1,0,0,20840,20840,25431,0.817899414
1993,Business,0,0,1531,3533,2843,1824,52,2941,414,251,148,2,0,0,859,0,0,56166,56166,25431,13.89249341
1993,Education,0,0,0,1579,382,1197,65,1184,56,100,37,6,0,0,131,0,0,38414,38414,25431,6.208957571
1993,Engineering,0,0,1834,6452,5522,930,56,4442,930,233,245,8,0,0,538,0,0,111698,113771,25431,25.37061067
1993,Fine and Applied Arts,0,0,310,2625,1338,1287,71,1976,204,82,102,8,0,0,182,0,0,87056,87056,25431,10.32204789
1993,LAS,0,0,5571,4427,3431,1970,120,2856,587,541,400,10,0,0,768,0,0,174173,175250,25431,17.40788801
1993,Labor and Industrial Relations,0,0,0,110,33,77,2,73,7,13,5,0,0,0,10,0,0,6010,6010,25431,0.432542959
1993,Law,0,0,0,619,369,250,10,459,34,64,25,0,0,0,27,0,0,9030,9030,25431,2.434037199
1993,Media,0,0,5164,502,185,317,4,374,36,47,20,0,0,0,21,0,0,19676,19676,25431,1.973968778
1993,Social Work,0,0,730,334,56,278,15,269,9,20,4,1,0,0,16,0,0,13620,13620,25431,1.313357713
1993,VetMed,0,0,1557,427,169,258,9,361,10,8,12,2,0,0,25,0,0,17656,17656,25431,1.679053124
1993,iSchool,0,0,0,257,76,181,13,189,4,12,5,3,0,0,31,0,0,7410,7410,25431,1.010577641
1994,ACES,0,0,13997,3415,1707,1708,40,2551,196,113,77,7,0,0,431,0,0,117544,118558,24463,13.95985774
1994,Applied Health Sciences,0,0,350,836,375,461,20,642,47,70,22,2,0,0,33,0,0,65070,65070,24463,3.417405878
1994,Applied Life Sciences,0,0,698,102,29,73,2,71,17,6,4,0,0,0,2,0,0,7210,7210,24463,0.41695622
1994,Aviation,0,0,487,208,173,35,9,164,11,9,15,0,0,0,0,0,0,20840,20840,24463,0.850263663
1994,Business,0,0,1452,3473,2718,1796,51,2817,402,222,161,6,0,0,855,0,0,51010,51010,24463,14.1969505
1994,Education,0,0,0,1521,368,1153,52,1113,55,121,45,5,0,0,130,0,0,46553,46553,24463,6.217553039
1994,Engineering,0,0,1735,5551,5619,941,50,4423,1026,222,244,10,0,0,585,0,0,111719,113792,24463,22.69141152
1994,Fine and Applied Arts,0,0,310,2601,1305,1296,61,1946,212,81,115,5,0,0,181,0,0,84631,84631,24463,10.6323836
1994,LAS,0,0,4955,4500,2498,2002,151,2729,708,590,420,12,0,0,708,0,0,174195,175272,24463,18.39512734
1994,Labor and Industrial Relations,0,0,0,102,32,70,1,70,6,9,7,0,0,0,9,0,0,6010,6010,24463,0.41695622
1994,Law,0,0,0,610,349,261,8,434,46,67,27,1,0,0,27,0,0,9030,9030,24463,2.493561705
1994,Media,0,0,5164,513,183,330,4,373,33,39,32,1,0,0,31,0,0,19676,19676,24463,2.097044516
1994,Social Work,0,0,730,332,52,280,15,265,12,20,2,0,0,0,18,0,0,13620,13620,24463,1.357151617
1994,VetMed,0,0,1557,428,152,276,12,367,12,8,10,3,0,0,16,0,0,17656,17656,24463,1.749581
1994,iSchool,0,0,0,271,91,180,14,203,8,8,2,0,0,0,36,0,0,7410,7410,24463,1.107795446
1995,ACES,0,0,14389,3375,1695,1680,31,2571,188,101,76,4,0,0,404,0,0,118780,120233,25480,13.24568289
1995,Applied Health Sciences,0,0,350,825,358,467,13,635,40,76,24,4,0,0,33,0,0,61455,61455,25480,3.237833595
1995,Applied Life Sciences,0,0,698,131,35,96,0,89,15,17,8,0,0,0,2,0,0,7210,7210,25480,0.514128728
1995,Aviation,0,0,487,199,157,42,5,166,13,2,13,0,0,0,0,0,0,20840,20840,25480,0.78100471
1995,Business,0,0,1452,3494,2718,1803,37,2795,436,236,183,9,0,0,825,0,0,51010,51010,25480,13.71271586
1995,Education,0,0,0,1518,368,1150,37,1118,58,127,45,3,0,0,130,0,0,46534,46534,25480,5.957613815
