Fall,College,Term Code,Department,Major Code,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Asian,Legacy Advising Code,Legacy Department Code,YearTotal,StudentsPer100
2013,iSchool,600690,4960,5506,293,78,215,0,213,10,19,18,0,1,3,25,21,0,0,0,43398,0.67514632
2014,ACES,9131248,50012,55457,3096,1318,1778,0,1934,251,130,241,3,2,80,433,168,312,0,0,43603,7.10042887
2014,Applied Health Sciences,3964884,18462,75286,2254,732,1522,0,1357,251,266,229,1,3,59,75,310,286,0,0,43603,5.16936908
2014,Aviation,120148,707,489,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,43603,0.006880261
2014,Business,3243996,20022,104283,2701,1552,1149,0,1269,395,121,180,2,3,53,649,136,433,0,0,43603,6.194527899
2014,DGS,120148,605,5083,2649,1540,1109,0,1230,415,156,381,1,1,82,361,196,479,0,0,43603,6.07527005
2014,Education,10092432,48438,89523,3830,1416,2414,0,1921,444,204,248,3,4,65,913,239,490,0,0,43603,8.78379928
2014,Engineering,7929768,38970,105979,10421,8460,1960,1,3959,1718,131,444,8,10,224,3818,169,1947,0,0,43603,23.89973167
2014,Fine and Applied Arts,9852136,48819,35465,2290,1038,1252,0,1192,192,96,175,3,3,45,558,120,235,0,0,43603,5.251932206
2014,Graduate,240296,1399,5161,69,47,22,0,39,2,2,0,0,0,3,18,4,7,0,0,43603,0.158245992
2014,LAS,30397444,142093,347467,13430,7043,6385,2,6237,1997,823,1186,11,14,345,2681,971,2305,0,0,43603,30.80063298
2014,LN,120148,641,1249,47,12,35,0,30,4,3,5,0,0,1,2,3,4,0,0,43603,0.107790748
2014,Labor and Industrial Relations,240296,1136,728,208,63,145,0,73,25,20,10,2,1,3,73,22,28,0,0,43603,0.477031397
2014,Law,480592,3412,1332,582,317,265,0,267,56,38,48,0,1,12,127,46,64,0,0,43603,1.334770543
2014,Media,1682072,7870,43604,552,187,365,0,300,44,51,54,0,1,20,79,58,61,0,0,43603,1.265967938
2014,NB,120148,593,67,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43603,0.00229342
2014,Social Work,1682072,10794,3750,634,256,378,0,393,52,64,74,1,1,16,30,79,60,0,0,43603,1.454028393
2014,VetMed,1321628,5831,33509,553,104,448,1,372,10,4,8,1,0,1,26,4,11,0,0,43603,1.268261358
2014,iSchool,720888,5952,5876,283,75,208,0,199,9,17,18,0,1,5,28,22,13,0,0,43603,0.64903791
2015,ACES,7930428,43596,57941,3060,1278,1782,0,1860,259,148,244,3,1,80,446,178,312,0,0,44087,6.940821557
2015,Applied Health Sciences,3965214,19134,65582,2181,699,1482,0,1266,253,248,255,3,3,60,79,279,297,0,0,44087,4.947036541
2015,Business,3604740,22056,119385,2844,1606,1238,0,1269,425,116,194,2,3,58,765,133,463,0,0,44087,6.450881212
2015,DGS,120158,605,5083,2790,1650,1140,0,1237,449,211,419,2,2,76,378,253,502,0,0,44087,6.328396126
2015,Education,13457696,66181,206150,3788,1392,2395,1,1816,448,214,264,4,4,76,933,248,498,0,0,44087,8.59210198
2015,Engineering,8531218,42561,116803,10732,8655,2076,1,3892,1914,128,486,8,7,263,3940,176,2151,0,0,44087,24.34277678
2015,Fine and Applied Arts,9973114,49620,37144,2321,1028,1292,1,1178,188,104,200,2,2,63,566,131,236,0,0,44087,5.264590469
2015,Graduate,240316,1399,5161,76,48,28,0,48,4,2,0,0,0,4,16,4,7,0,0,44087,0.172386418
2015,LAS,28717762,136009,310812,13450,6976,6474,0,5869,2139,784,1294,11,6,369,2881,953,2452,0,0,44087,30.50785946
2015,LN,240316,1282,2498,52,16,36,0,38,0,6,2,0,0,0,3,6,0,0,0,44087,0.117948602
2015,Labor and Industrial Relations,240316,1136,728,186,58,128,0,62,17,20,10,1,0,4,71,22,20,0,0,44087,0.421893075
2015,Law,600790,4265,6555,580,332,248,0,258,50,31,40,0,1,12,147,40,61,0,0,44087,1.315580557
2015,Media,1922528,8920,44161,515,179,336,0,267,43,51,59,0,1,19,73,61,58,0,0,44087,1.168144805
2015,NB,120158,593,67,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,44087,0.002268242
2015,Social Work,1562054,10011,3385,673,237,436,0,393,54,89,89,1,0,21,24,107,64,0,0,44087,1.526527094
2015,VetMed,1321738,5556,28594,567,94,472,1,422,20,2,16,0,0,5,25,3,24,0,0,44087,1.286093406
2015,iSchool,720948,5952,5876,271,73,198,0,193,6,12,20,0,0,5,34,17,10,0,0,44087,0.614693674
2016,ACES,7810920,43196,54922,3006,1220,1786,0,1793,259,142,272,3,2,73,447,172,322,0,0,44880,6.697860963
2016,Applied Health Sciences,4085712,19848,69625,2233,730,1503,0,1255,280,260,277,1,0,70,86,298,328,0,0,44880,4.975490196
2016,Business,3484872,21826,114504,2865,1594,1271,0,1279,446,105,202,1,2,58,754,124,484,0,0,44880,6.38368984
2016,DGS,120168,605,5083,3000,1756,1244,0,1219,454,331,484,3,1,90,410,377,517,0,0,44880,6.684491979
2016,Education,14299992,72245,307308,3670,1353,2317,0,1723,456,224,276,5,2,73,889,260,499,0,0,44880,8.177361854
2016,Engineering,10214280,50305,134016,11069,8744,2325,0,3794,2038,129,555,7,6,293,4141,189,2323,0,0,44880,24.66354724
2016,Fine and Applied Arts,10574784,53254,65996,2421,1079,1342,0,1175,211,120,227,2,2,62,614,152,253,0,0,44880,5.394385027
2016,Graduate,240336,1399,5161,70,44,26,0,45,4,2,0,0,0,3,15,3,7,0,0,44880,0.15597148
2016,LAS,28359648,129838,330335,13651,6929,6722,0,5734,2277,802,1407,10,10,385,2962,969,2594,0,0,44880,30.41666667
2016,LN,120168,641,1249,46,17,29,0,34,5,3,2,0,0,1,1,3,5,0,0,44880,0.102495544
2016,Labor and Industrial Relations,240336,1136,728,186,59,127,0,64,13,14,11,1,0,5,76,14,17,0,0,44880,0.414438503
2016,Law,600840,4265,6555,530,294,236,0,238,47,28,33,0,0,10,131,35,57,0,0,44880,1.180926916
2016,Media,1682352,7866,38598,506,180,326,0,258,52,57,57,1,1,20,60,68,67,0,0,44880,1.12745098
2016,NB,120168,593,67,12,10,2,0,7,2,2,1,0,0,0,0,2,2,0,0,44880,0.026737968
2016,Social Work,1562184,10095,4065,712,245,467,0,432,48,82,103,0,1,19,24,96,58,0,0,44880,1.586452763
2016,VetMed,1081512,4522,27995,598,92,506,0,484,30,4,21,1,0,10,20,7,38,0,0,44880,1.332442068
2016,iSchool,841176,6944,11457,305,81,223,1,187,11,12,21,0,0,3,70,17,14,0,0,44880,0.679590018
2017,ACES,8292282,44781,72337,3070,1206,1862,2,1819,243,169,303,3,1,74,444,202,301,0,0,47826,6.41910258
2017,Applied Health Sciences,4086052,20728,63327,2318,741,1577,0,1272,294,248,318,2,4,70,98,298,345,0,0,47826,4.846736085
2017,Business,3605340,23470,135155,3859,2268,1588,3,1804,661,159,292,1,3,72,761,190,767,0,0,47826,8.068832852
2017,DGS,240356,1210,10672,2867,1726,1141,0,1102,431,304,501,1,1,89,425,353,498,0,0,47826,5.994647263
2017,Education,15743318,80107,394570,3998,1432,2566,0,1897,471,301,321,4,6,87,875,351,528,0,0,47826,8.359469744
2017,Engineering,12137978,60253,158607,11530,9005,2524,1,3765,2257,156,606,5,4,308,4291,225,2583,0,0,47826,24.10822565
2017,Fine and Applied Arts,10575664,53914,69713,2481,1102,1378,1,1187,235,139,267,2,3,66,571,179,281,0,0,47826,5.187554886
2017,Graduate,240356,1399,5161,68,42,26,0,34,7,1,1,0,0,1,24,2,7,0,0,47826,0.142182077
2017,LAS,30044500,133388,456846,13946,7091,6851,4,5714,2343,781,1549,6,7,412,3059,969,2690,0,0,47826,29.1598712
2017,LN,240356,1282,2498,299,126,167,6,177,19,8,19,0,0,4,7,10,30,0,0,47826,0.625182955
2017,Labor and Industrial Relations,360534,1704,1092,258,90,168,0,96,27,30,16,0,0,7,78,33,30,0,0,47826,0.539455526
2017,Law,721068,5118,6836,545,318,227,0,264,46,23,28,0,0,10,141,27,54,0,0,47826,1.139547526
2017,Media,1802670,8800,44018,460,165,295,0,216,40,56,58,1,0,17,70,65,53,0,0,47826,0.961819931
2017,NB,120178,593,67,4,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,47826,0.008363652
2017,Social Work,2643916,17058,6670,772,251,521,0,486,46,92,102,0,0,20,22,106,58,0,0,47826,1.614184753
2017,VetMed,841246,3796,22299,609,95,514,0,494,28,6,32,0,0,15,22,10,41,0,0,47826,1.273365952
2017,iSchool,961424,7936,17038,742,211,527,4,449,23,26,24,0,0,16,196,32,33,0,0,47826,1.551457366
2018,ACES,8773724,47284,73148,3072,1223,1846,3,1783,236,175,349,3,2,68,439,207,291,0,0,49339,6.226311843
2018,Applied Health Sciences,3966204,20147,62977,2359,785,1573,1,1260,314,268,322,1,3,87,97,321,375,0,0,49339,4.781207564
2018,Business,4446956,29718,193047,4783,2887,1886,10,2199,902,204,385,2,5,92,742,247,1097,0,0,49339,9.694156752
2018,DGS,240376,1210,10672,2962,1746,1215,1,1076,452,311,581,3,1,86,441,366,527,0,0,49339,6.003364478
2018,Education,16105192,81516,426459,4325,1570,2752,3,2077,509,314,376,0,5,114,856,377,594,0,0,49339,8.765885
2018,Engineering,11778424,58493,155471,11463,8895,2565,3,3632,2438,152,618,6,8,323,4020,225,2875,0,0,49339,23.23314214
2018,Fine and Applied Arts,11057296,55968,97307,2479,1124,1353,2,1160,263,146,282,0,2,83,532,193,324,0,0,49339,5.02442287
2018,Graduate,360564,2312,5228,60,37,23,0,26,4,2,0,0,0,1,21,3,4,0,0,49339,0.121607653
2018,LAS,32330572,144083,533604,13952,7048,6900,4,5618,2330,814,1642,8,9,441,3022,1020,2703,0,0,49339,28.27783295
2018,LN,240376,1282,2498,399,170,222,7,210,41,18,27,0,1,7,8,23,53,0,0,49339,0.808690894
2018,Labor and Industrial Relations,360564,1704,1092,251,74,177,0,101,20,30,18,0,0,7,74,33,25,0,0,49339,0.508725349
2018,Law,1201880,8530,7960,487,269,218,0,260,45,17,36,0,0,10,104,20,54,0,0,49339,0.987048785
2018,Media,1562444,8208,43495,488,185,303,0,248,33,49,61,1,0,16,74,59,43,0,0,49339,0.989075579
2018,Medicine,120188,869,5641,32,15,15,2,8,16,2,3,0,0,0,0,2,16,0,0,49339,0.064857415
2018,NB,120188,593,67,3,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,49339,0.006080383
2018,Social Work,2283572,14709,5575,788,247,541,0,483,48,90,117,0,1,25,21,110,59,0,0,49339,1.597113845
2018,VetMed,841316,3796,22299,627,98,529,0,496,30,5,41,1,0,17,27,11,42,0,0,49339,1.270799976
2018,iSchool,961504,7936,17038,809,250,554,5,403,23,25,43,0,0,18,288,32,33,0,0,49339,1.639676524
