Fall,College,Major Name,Term Code,Department,Major Code,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Asian,Legacy Advising Code,Legacy Department Code,Year Total,StudentsPerPop,StudentsPer100
1992,Fine and Applied Arts,Art History,0,0,0,97,17,80,1,77,12,1,1,0,0,0,5,0,0,4820,4820,24911,0.00389386215,0.389386215
1992,Fine and Applied Arts,Art and Design,0,0,0,369,180,189,8,266,48,13,22,3,0,0,9,0,0,14460,14460,24911,0.01481273333,1.481273333
1992,Fine and Applied Arts,Crafts,0,0,0,26,8,18,2,22,1,1,0,0,0,0,0,0,0,2410,2410,24911,0.00104371563,0.104371563
1992,Fine and Applied Arts,Dance,0,0,0,43,5,38,1,31,1,4,0,0,0,0,6,0,0,4836,4836,24911,0.00172614508,0.172614508
1992,Fine and Applied Arts,Graphic Design,0,0,0,120,54,66,1,89,20,3,4,0,0,0,3,0,0,2410,2410,24911,0.00481714905,0.481714905
1992,Fine and Applied Arts,Industrial Design,0,0,0,74,46,28,1,59,7,2,3,0,0,0,2,0,0,2410,2410,24911,0.00297057525,0.297057525
1992,Fine and Applied Arts,Landscape Architecture,0,0,0,136,80,56,3,107,4,4,4,0,0,0,14,0,0,4840,4840,24911,0.00545943559,0.545943559
1992,Fine and Applied Arts,MUS-VOICE,0,0,0,51,10,41,0,38,5,4,3,0,0,0,1,0,0,2425,2425,24911,0.00204728835,0.204728835
1992,Fine and Applied Arts,MUSIC(AMS),0,0,0,87,53,34,3,69,0,2,1,0,0,0,12,0,0,2425,2425,24911,0.00349243306,0.349243306
1992,Fine and Applied Arts,MUSIC-COMP,0,0,0,19,14,5,1,16,0,1,1,0,0,0,0,0,0,2425,2425,24911,0.00076271527,0.076271527
1992,Fine and Applied Arts,MUSIC-INST,0,0,0,86,32,54,2,57,13,5,1,0,0,0,8,0,0,2425,2425,24911,0.00345229015,0.345229015
1992,Fine and Applied Arts,MUSIC-OPEN,0,0,0,5,2,3,0,5,0,0,0,0,0,0,0,0,0,2425,2425,24911,0.00020071454,0.020071454
1992,Fine and Applied Arts,Music,0,0,0,142,62,80,6,89,3,8,3,0,0,0,33,0,0,2425,2425,24911,0.00570029304,0.570029304
1992,Fine and Applied Arts,Music Education,0,0,0,233,107,126,3,198,11,8,2,1,0,0,10,0,0,4850,4850,24911,0.00935329774,0.935329774
1992,Fine and Applied Arts,Music History,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,2425,2425,24911,0.00008028582,0.008028582
1992,Fine and Applied Arts,PERFORM ST,0,0,0,11,3,8,0,11,0,0,0,0,0,0,0,0,0,2430,2430,24911,0.00044157200,0.0441572
1992,Fine and Applied Arts,Regional Planning,0,0,0,25,15,10,1,11,0,2,0,0,0,0,11,0,0,2448,2448,24911,0.00100357272,0.100357272
1992,Fine and Applied Arts,Theatre,0,0,0,30,17,13,0,27,1,1,0,0,0,0,1,0,0,2430,2430,24911,0.00120428726,0.120428726
1992,Fine and Applied Arts,UNCLASS,0,0,0,55,26,29,18,20,2,0,1,0,0,0,14,0,0,2401,2401,24911,0.00220785998,0.220785998
1992,Fine and Applied Arts,Urban Planning,0,0,310,177,105,72,3,142,5,11,8,0,0,0,8,0,0,4896,4896,24911,0.00710529485,0.710529485
1992,LAS,African American Studies,0,0,0,3,2,1,0,1,0,1,0,0,0,0,1,0,0,3205,3205,24911,0.00012042873,0.012042873
1992,LAS,Anthropology,0,0,0,97,41,56,2,57,3,0,2,0,0,0,33,0,0,3207,3207,24911,0.00389386215,0.389386215
1992,LAS,Applied Mathematics,0,0,0,25,10,15,1,4,2,0,0,0,0,0,18,0,0,3254,3254,24911,0.00100357272,0.100357272
1992,LAS,Asian Studies,0,0,0,34,11,23,3,13,8,0,0,0,0,0,10,0,0,3208,3208,24911,0.00136485890,0.13648589
1992,LAS,Astronomy,0,0,0,20,14,6,0,8,0,1,0,0,0,0,11,0,0,3210,3210,24911,0.00080285818,0.080285818
1992,LAS,Atmospheric Sciences,0,0,0,36,30,6,0,17,0,1,1,0,0,0,17,0,0,3212,3212,24911,0.00144514472,0.144514472
1992,LAS,BIOCH,0,0,0,145,81,64,2,92,38,4,5,0,0,0,4,0,0,3285,3285,24911,0.00582072177,0.582072177
1992,LAS,Biochemistry,0,0,0,103,62,41,1,64,9,1,1,0,0,0,27,0,0,3285,3285,24911,0.00413471960,0.41347196
1992,LAS,Biology,0,0,0,159,91,68,4,103,16,2,2,0,0,0,32,0,0,3253,3253,24911,0.00638272249,0.638272249
1992,LAS,Biophysics & Computnl Biology,0,0,0,49,29,20,0,14,8,0,1,0,0,0,26,0,0,3213,3253,24911,0.00196700253,0.196700253
1992,LAS,Chemical Engineering,0,0,600,444,287,157,2,311,63,17,21,0,0,0,30,0,0,6576,6576,24911,0.01782345149,1.782345149
1992,LAS,Chemical Physics,0,0,0,11,10,1,0,6,1,0,0,0,0,0,4,0,0,3286,3286,24911,0.00044157200,0.0441572
1992,LAS,Chemistry,0,0,670,461,336,125,7,333,32,6,7,0,0,0,76,0,0,6572,6572,24911,0.01850588094,1.850588094
1992,LAS,Classical Philology,0,0,0,9,5,4,0,6,0,0,0,0,0,0,3,0,0,3222,3222,24911,0.00036128618,0.036128618
1992,LAS,Classics,0,0,616,16,11,5,0,14,0,0,1,0,0,0,1,0,0,6444,6444,24911,0.00064228654,0.064228654
1992,LAS,Comparative Literature,0,0,1120,34,14,20,0,9,1,2,0,0,0,0,22,0,0,3224,3224,24911,0.00136485890,0.13648589
1992,LAS,English,0,0,311,142,65,77,2,123,0,3,0,0,0,0,14,0,0,3225,3225,24911,0.00570029304,0.570029304
1992,LAS,Entomology,0,0,0,28,13,15,0,16,1,1,2,0,0,0,8,0,0,3228,3228,24911,0.00112400145,0.112400145
1992,LAS,French,0,0,0,59,22,37,1,37,1,0,2,0,0,0,18,0,0,3231,3231,24911,0.00236843162,0.236843162
1992,LAS,GEN CURR,0,0,0,0,972,0,13,0,201,354,243,3,0,0,10,0,0,3201,3201,24911,0.00000000000,0
1992,LAS,Geography,0,0,0,49,28,21,1,38,0,1,0,0,0,0,9,0,0,3243,3243,24911,0.00196700253,0.196700253
1992,LAS,Geology,0,0,0,59,39,20,1,40,1,0,3,0,0,0,14,0,0,6492,6492,24911,0.00236843162,0.236843162
1992,LAS,German,0,0,0,40,17,23,1,34,0,0,0,0,0,0,5,0,0,3249,3249,24911,0.00160571635,0.160571635
1992,LAS,History,0,0,0,134,94,40,4,113,0,6,2,0,0,0,9,0,0,3250,3250,24911,0.00537914977,0.537914977
1992,LAS,Italian,0,0,0,5,1,4,0,4,0,0,0,0,0,0,1,0,0,3272,3272,24911,0.00020071454,0.020071454
1992,LAS,LAS TCH MATH,0,0,0,13,6,7,0,12,0,0,1,0,0,0,0,0,0,3254,3254,24911,0.00052185781,0.052185781
1992,LAS,Linguistics,0,0,0,93,42,51,1,24,2,4,0,0,0,0,62,0,0,3252,3252,24911,0.00373329051,0.373329051
1992,LAS,Mathematics,0,0,0,194,148,46,3,107,5,2,1,0,0,0,76,0,0,3254,3254,24911,0.00778772430,0.77877243
1992,LAS,Microbiology,0,0,0,60,39,21,0,34,0,0,1,1,0,0,24,0,0,3255,3255,24911,0.00240857453,0.240857453
1992,LAS,Molecular & Integrative Physi,0,0,0,51,31,20,1,20,2,0,1,1,0,0,26,0,0,3260,3260,24911,0.00204728835,0.204728835
1992,LAS,Neuroscience,0,0,0,25,16,9,0,16,3,0,1,0,0,0,5,0,0,3253,3253,24911,0.00100357272,0.100357272
1992,LAS,PRE-JOURN,0,0,0,435,167,268,2,317,24,52,35,2,0,0,3,0,0,3201,3201,24911,0.01746216531,1.746216531
1992,LAS,PRE-MED,0,0,0,213,98,115,2,119,51,20,20,0,0,0,1,0,0,3201,3201,24911,0.00855043956,0.855043956
1992,LAS,Philosophy,0,0,0,45,34,11,2,37,0,0,0,1,0,0,5,0,0,3257,3257,24911,0.00180643089,0.180643089
1992,LAS,Plant Biology,0,0,0,23,9,14,0,13,0,1,0,0,0,0,9,0,0,3216,3216,24911,0.00092328690,0.09232869
1992,LAS,Political Science,0,0,343,66,46,20,3,47,2,4,0,0,0,0,10,0,0,3263,3263,24911,0.00264943198,0.264943198
1992,LAS,Portuguese,0,0,306,6,1,5,0,1,0,0,1,0,0,0,4,0,0,3272,3272,24911,0.00024085745,0.024085745
1992,LAS,Psychology,0,0,338,217,101,116,10,143,13,8,5,0,0,0,38,0,0,3266,3266,24911,0.00871101120,0.87110112
1992,LAS,Slavic Languages & Literature,0,0,302,29,13,16,2,17,0,0,0,0,0,0,10,0,0,3268,3268,24911,0.00116414435,0.116414435
1992,LAS,Sociology,0,0,344,49,19,30,3,31,1,1,0,0,0,0,13,0,0,3269,3269,24911,0.00196700253,0.196700253
1992,LAS,Speech Communication,0,0,313,59,27,32,0,48,2,2,0,0,0,0,7,0,0,3274,3274,24911,0.00236843162,0.236843162
1992,LAS,TCH BIOL,0,0,0,27,9,18,0,25,2,0,0,0,0,0,0,0,0,3253,3253,24911,0.00108385854,0.108385854
1992,LAS,TCH ENGL,0,0,0,87,28,59,0,76,3,4,4,0,0,0,0,0,0,3225,3225,24911,0.00349243306,0.349243306
1992,LAS,TCH RUSS,0,0,0,6,1,5,0,6,0,0,0,0,0,0,0,0,0,6536,6536,24911,0.00024085745,0.024085745
1992,LAS,TCH SOC ST,0,0,0,54,21,33,0,49,1,0,4,0,0,0,0,0,0,3250,3250,24911,0.00216771707,0.216771707
1992,LAS,TCH SPEECH,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,3274,3274,24911,0.00016057164,0.016057164
1992,LAS,TEACH CS,0,0,0,4,3,1,0,3,1,0,0,0,0,0,0,0,0,2217,3254,24911,0.00016057164,0.016057164
1992,LAS,UNCLASS,0,0,0,226,109,117,47,90,4,4,1,0,0,0,80,0,0,3201,3201,24911,0.00907229738,0.907229738
1992,LAS,UNCM FR&SO,0,0,0,220,105,115,0,160,11,26,21,0,0,0,2,0,0,3201,3201,24911,0.00883143993,0.883143993
1992,Labor and Industrial Relations,LAB&IN REL,0,0,0,108,33,75,2,80,5,8,2,0,0,0,11,0,0,6010,6010,24911,0.00433543415,0.433543415
1992,Law,Law,0,0,0,630,393,237,9,481,27,61,29,1,0,0,22,0,0,9030,9030,24911,0.02529003252,2.529003252
1992,Media,Advertising,0,0,0,237,75,162,0,178,18,28,6,0,0,0,7,0,0,5606,5606,24911,0.00951386937,0.951386937
1992,Media,Broadcast Journalism,0,0,0,68,16,52,0,43,8,17,0,0,0,0,0,0,0,2810,2810,24911,0.00272971780,0.27297178
1992,Media,Communication,0,0,5164,32,20,12,4,17,0,1,4,0,0,0,6,0,0,2820,2820,24911,0.00128457308,0.128457308
1992,Media,Journalism,0,0,0,25,13,12,0,23,0,1,0,0,0,0,1,0,0,2810,2810,24911,0.00100357272,0.100357272
1992,Media,Media Studies,0,0,0,30,11,19,0,25,0,4,1,0,0,0,0,0,0,2820,2820,24911,0.00120428726,0.120428726
1992,Media,News-Editorial,0,0,0,111,48,63,0,94,5,8,2,1,0,0,1,0,0,2810,2810,24911,0.00445586287,0.445586287
1992,Social Work,Social Work,0,0,730,335,55,280,20,269,9,20,5,1,0,0,11,0,0,13620,13620,24911,0.01344787443,1.344787443
1992,VetMed,VMS - Veterinary Biosciences,0,0,357,35,24,11,1,18,2,1,0,0,0,0,13,0,0,4405,4405,24911,0.00140500181,0.140500181
1992,VetMed,VMS - Veterinary Pathobiology,0,0,361,24,17,7,0,17,0,0,1,0,0,0,6,0,0,4430,4430,24911,0.00096342981,0.096342981
1992,VetMed,VMS-Veterinary Clinical Medcne,0,0,359,23,12,11,3,15,0,0,0,0,0,0,5,0,0,4420,4420,24911,0.00092328690,0.09232869
1992,VetMed,Veterinary Medicine,0,0,480,323,108,215,1,299,7,6,8,2,0,0,0,0,0,4401,4401,24911,0.01296615953,1.296615953
1992,iSchool,Library & Information Science,0,0,0,225,59,166,11,176,2,7,3,1,0,0,25,0,0,7410,7410,24911,0.00903215447,0.903215447
1993,ACES,Agr & Environmental Cmc & Educ,0,0,0,8,5,3,1,6,0,0,0,0,0,0,1,0,0,1545,1545,25431,0.00031457670,0.03145767
1993,ACES,Agricultural & Applied Econ,0,0,0,438,340,98,6,348,8,10,3,0,0,0,63,0,0,3010,3010,25431,0.01722307420,1.72230742
1993,ACES,Agricultural Communications,0,0,0,77,21,56,0,74,0,3,0,0,0,0,0,0,0,1545,1545,25431,0.00302780072,0.302780072
1993,ACES,Agricultural Education,0,0,0,16,8,8,0,15,0,0,0,1,0,0,0,0,0,1545,1545,25431,0.00062915340,0.06291534
1993,ACES,Agricultural Engineering,0,0,0,109,95,14,0,96,7,5,1,0,0,0,0,0,0,1510,1510,25431,0.00428610751,0.428610751
1993,ACES,Agricultural Sciences,0,0,0,38,18,20,0,36,1,1,0,0,0,0,0,0,0,1501,1501,25431,0.00149423931,0.149423931
1993,ACES,Agronomy,0,0,0,132,98,34,3,87,3,0,0,0,0,0,39,0,0,3030,3030,25431,0.00519051551,0.519051551
1993,ACES,Animal Sciences,0,0,0,439,205,234,5,363,14,15,10,0,0,0,32,0,0,3070,3070,25431,0.01726239629,1.726239629
1993,ACES,CONSM ECON,0,0,0,46,12,34,2,36,7,1,0,0,0,0,0,0,0,1505,1505,25431,0.00180881601,0.180881601
1993,ACES,CORE CURR,0,0,0,54,37,17,1,47,5,0,0,1,0,0,0,0,0,1501,1501,25431,0.00212339271,0.212339271
1993,ACES,DIETETICS,0,0,0,66,1,65,0,56,5,0,4,0,0,0,1,0,0,1550,1550,25431,0.00259525776,0.259525776
1993,ACES,EXT EDUC,0,0,0,8,2,6,1,3,0,0,0,0,0,0,4,0,0,1545,1545,25431,0.00031457670,0.03145767
1993,ACES,FAM&CON EC,0,0,0,8,3,5,0,2,0,0,1,0,0,0,5,0,0,1505,1505,25431,0.00031457670,0.03145767
1993,ACES,Food Science & Human Nutrition,0,0,0,235,68,167,4,134,26,15,6,1,0,0,49,0,0,9300,9300,25431,0.00924069050,0.92406905
1993,ACES,Forestry,0,0,0,169,102,67,5,128,4,3,10,2,0,0,17,0,0,3130,3130,25431,0.00664543274,0.664543274
1993,ACES,GEN AGR,0,0,0,14,12,2,1,10,0,1,0,1,0,0,1,0,0,0,0,25431,0.00055050922,0.055050922
1993,ACES,GEN H ECON,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1560,1560,25431,0.00003932209,0.003932209
1993,ACES,H DVL-FAM,0,0,0,137,12,125,3,112,10,8,4,0,0,0,0,0,0,1545,1545,25431,0.00538712595,0.538712595
1993,ACES,HR&FS A&ID,0,0,0,15,2,13,0,4,2,1,0,0,0,0,8,0,0,1505,1505,25431,0.00058983131,0.058983131
1993,ACES,HU DEV&FAM,0,0,0,27,6,21,1,20,1,0,1,0,0,0,4,0,0,1545,1545,25431,0.00106169635,0.106169635
1993,ACES,Horticulture,0,0,0,68,42,26,3,32,2,1,1,0,0,0,29,0,0,3130,3130,25431,0.00267390193,0.267390193
1993,ACES,INT DSGN,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,25431,0.00015728835,0.015728835
1993,ACES,MKT TEXT&A,0,0,0,103,2,101,0,70,20,8,3,0,0,0,2,0,0,1505,1505,25431,0.00405017498,0.405017498
1993,ACES,Mechanical Agriculture,0,0,0,67,67,0,0,65,0,0,1,0,0,0,1,0,0,1510,1510,25431,0.00263457984,0.263457984
1993,ACES,Nutritional Sciences,0,0,0,43,16,27,0,20,4,3,0,0,0,0,16,0,0,1567,1567,25431,0.00169084975,0.169084975
1993,ACES,ORN HORT,0,0,0,87,44,43,0,81,4,0,1,1,0,0,0,0,0,1565,1565,25431,0.00342102159,0.342102159
1993,ACES,PLANT PATH,0,0,0,32,21,11,0,8,0,1,0,0,0,0,23,0,0,1515,1515,25431,0.00125830679,0.125830679
1993,ACES,Physics,0,0,480,348,319,29,4,240,39,1,4,0,0,0,60,0,0,4510,5456,25431,0.01368408635,1.368408635
1993,ACES,REST MGMT,0,0,0,75,29,46,0,58,13,2,2,0,0,0,0,0,0,1550,1550,25431,0.00294915654,0.294915654
1993,ACES,SOIL SCI,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1565,1565,25431,0.00011796626,0.011796626
1993,ACES,Secondary Education,0,0,8527,41,17,24,0,38,3,0,0,0,0,0,0,0,0,2020,2020,25431,0.00161220558,0.161220558
1993,ACES,Spanish,0,0,307,47,18,29,1,25,0,0,4,0,0,0,17,0,0,3272,3272,25431,0.00184813810,0.18481381
1993,ACES,Speech & Hearing Science,0,0,1416,192,10,182,3,166,6,6,7,0,0,0,4,0,0,14560,13682,25431,0.00754984075,0.754984075
1993,ACES,Statistics,0,0,329,29,19,10,0,2,2,0,0,0,0,0,25,0,0,3283,3283,25431,0.00114034053,0.114034053
1993,ACES,TEXT-APPRL,0,0,0,19,1,18,0,17,0,1,0,0,0,0,1,0,0,1505,1505,25431,0.00074711966,0.074711966
1993,ACES,Teaching of Biological Science,0,0,293,9,3,6,0,7,2,0,0,0,0,0,0,0,0,3253,3253,25431,0.00035389878,0.035389878
1993,ACES,Teaching of Chemistry,0,0,588,15,8,7,0,13,1,1,0,0,0,0,0,0,0,6572,6572,25431,0.00058983131,0.058983131
1993,ACES,Teaching of Earth Science,0,0,346,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3246,3246,25431,0.00007864417,0.007864417
1993,ACES,Teaching of English Sec Lang,0,0,299,106,18,88,3,41,4,3,1,0,0,0,54,0,0,3226,3226,25431,0.00416814124,0.416814124
1993,ACES,Teaching of French,0,0,295,17,2,15,0,15,1,0,1,0,0,0,0,0,0,3231,3231,25431,0.00066847548,0.066847548
1993,ACES,Teaching of German,0,0,296,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3249,3249,25431,0.00011796626,0.011796626
1993,ACES,Teaching of Latin,0,0,690,2,0,2,0,2,0,0,0,0,0,0,0,0,0,6444,6444,25431,0.00007864417,0.007864417
1993,ACES,Teaching of Mathematics,0,0,580,45,20,25,0,38,5,1,1,0,0,0,0,0,0,6508,6508,25431,0.00176949392,0.176949392
1993,ACES,Teaching of Physics,0,0,241,5,3,2,0,5,0,0,0,0,0,0,0,0,0,2255,3201,25431,0.00019661044,0.019661044
1993,Applied Health Sciences,Biology,0,0,0,70,40,30,0,66,2,2,0,0,0,0,0,0,0,3615,3615,25431,0.00275254611,0.275254611
1993,Applied Health Sciences,CUR INST#1,0,0,0,7,6,1,0,4,0,3,0,0,0,0,0,0,0,3615,3615,25431,0.00027525461,0.027525461
1993,Applied Health Sciences,CUR INST#3,0,0,0,5,3,2,0,5,0,0,0,0,0,0,0,0,0,3615,3615,25431,0.00019661044,0.019661044
1993,Applied Health Sciences,HLTH EDUC,0,0,0,19,3,16,0,16,1,2,0,0,0,0,0,0,0,3605,3605,25431,0.00074711966,0.074711966
1993,Applied Health Sciences,HLTH PL AD,0,0,0,95,26,69,1,65,7,19,3,0,0,0,0,0,0,3605,3605,25431,0.00373559829,0.373559829
1993,Applied Health Sciences,Kinesiology,0,0,0,381,207,174,13,288,27,23,10,1,0,0,19,0,0,10845,10845,25431,0.01498171523,1.498171523
1993,Applied Health Sciences,Leisure Studies,0,0,0,99,51,48,5,64,6,7,2,1,0,0,14,0,0,7250,7250,25431,0.00389288663,0.389288663
1993,Applied Health Sciences,MSPH IN C HLTH,0,0,0,12,1,11,0,7,1,2,0,0,0,0,2,0,0,3605,3605,25431,0.00047186505,0.047186505
1993,Applied Health Sciences,PERSN AREA,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,3615,3615,25431,0.00007864417,0.007864417
1993,Applied Health Sciences,PROG MANAG,0,0,0,92,43,49,4,69,6,9,2,1,0,0,1,0,0,3625,3625,25431,0.00361763202,0.361763202
1993,Applied Health Sciences,Rehabilitation,0,0,350,29,8,21,2,21,1,3,0,0,0,0,2,0,0,3605,3605,25431,0.00114034053,0.114034053
1993,Applied Health Sciences,SOC SCI SP,0,0,0,6,4,2,0,5,0,1,0,0,0,0,0,0,0,3615,3615,25431,0.00023593252,0.023593252
1993,Applied Health Sciences,TCH KINES,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,3615,3615,25431,0.00007864417,0.007864417
1993,Applied Health Sciences,THER REC,0,0,0,17,5,12,0,17,0,0,0,0,0,0,0,0,0,3625,3625,25431,0.00066847548,0.066847548
1993,Applied Life Sciences,Community Health,0,0,698,123,33,90,1,95,6,10,7,0,0,0,4,0,0,7210,7210,25431,0.00483661673,0.483661673
1993,Aviation,Air Systems,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,5210,5210,25431,0.00019661044,0.019661044
1993,Aviation,Nondegree,0,0,0,20,20,0,5,11,0,2,2,0,0,0,0,0,0,5210,5210,25431,0.00078644174,0.078644174
1993,Aviation,PP/AS,0,0,0,83,73,10,2,66,6,0,8,0,0,0,1,0,0,5210,5210,25431,0.00326373324,0.326373324
1993,Aviation,Professional Pilot,0,0,487,100,73,27,0,86,5,3,5,1,0,0,0,0,0,5210,5210,25431,0.00393220872,0.393220872
1993,Business,Accountancy,0,0,0,125,668,591,9,887,149,81,48,1,0,0,84,0,0,3410,3410,25431,0.00491526090,0.49152609
1993,Business,Business Administration,0,0,79,1373,831,542,22,806,89,91,50,1,0,0,314,0,0,19036,19036,25431,0.05398922575,5.398922575
1993,Business,COM TEACH,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1701,1701,25431,0.00007864417,0.007864417
1993,Business,Computer Science,0,0,224,424,361,63,9,191,42,1,1,0,0,0,180,0,0,4434,4434,25431,0.01667256498,1.667256498
1993,Business,Economics,0,0,148,282,194,88,1,81,17,12,2,0,0,0,169,0,0,3440,3440,25431,0.01108882860,1.10888286
1993,Business,Finance,0,0,0,554,399,155,5,402,55,36,19,0,0,0,37,0,0,8610,8610,25431,0.02178443632,2.178443632
1993,Business,Teaching of Spanish,0,0,594,45,6,39,0,33,1,4,6,0,0,0,1,0,0,6544,6544,25431,0.00176949392,0.176949392
1993,Business,Theatre,0,0,486,136,53,83,2,116,2,6,2,0,0,0,8,0,0,7290,7290,25431,0.00534780386,0.534780386
1993,Business,UNASSIGNED,0,0,0,592,331,261,3,425,59,19,20,0,0,0,66,0,0,1701,1701,25431,0.02327867563,2.327867563
1993,Education,BUS EDUC,0,0,0,4,3,1,0,3,1,0,0,0,0,0,0,0,0,2040,2040,25431,0.00015728835,0.015728835
1993,Education,ED POL ST,0,0,0,64,18,46,3,25,2,20,4,1,0,0,9,0,0,2024,2024,25431,0.00251661358,0.251661358
1993,Education,ED SEC&CON,0,0,0,121,43,78,6,75,3,6,2,2,0,0,27,0,0,2020,2020,25431,0.00475797255,0.475797255
1993,Education,EDUC ELEMENTARY,0,0,0,136,17,119,17,74,4,13,4,1,0,0,23,0,0,2020,2020,25431,0.00534780386,0.534780386
1993,Education,EDUC GEN,0,0,0,182,66,116,3,161,8,7,1,1,0,0,1,0,0,2001,2001,25431,0.00715661987,0.715661987
1993,Education,Early Childhood Education,0,0,0,78,2,76,0,60,5,7,5,0,0,0,1,0,0,2020,2020,25431,0.00306712280,0.30671228
1993,Education,Ed Organization and Leadership,0,0,0,96,40,56,5,73,2,7,1,0,0,0,8,0,0,2004,2004,25431,0.00377492037,0.377492037
1993,Education,Educ Voc Tech,0,0,0,68,37,31,5,45,1,4,0,0,0,0,13,0,0,2040,2040,25431,0.00267390193,0.267390193
1993,Education,Educational Psychology,0,0,0,144,39,105,5,84,6,5,5,0,0,0,39,0,0,2014,2014,25431,0.00566238056,0.566238056
1993,Education,Elementary Education,0,0,0,401,32,369,4,346,19,17,12,1,0,0,2,0,0,2020,2020,25431,0.01576815697,1.576815697
1993,Education,Special Education,0,0,0,116,10,106,16,81,1,9,1,0,0,0,8,0,0,4070,4070,25431,0.00456136212,0.456136212
1993,Education,TCH ENGL,0,0,0,64,12,52,1,60,0,2,1,0,0,0,0,0,0,2020,2020,25431,0.00251661358,0.251661358
1993,Education,TCH GEN SCIENCE,0,0,0,5,4,1,0,5,0,0,0,0,0,0,0,0,0,2020,2020,25431,0.00019661044,0.019661044
1993,Education,TCH LIFE SCI,0,0,0,9,2,7,0,9,0,0,0,0,0,0,0,0,0,2020,2020,25431,0.00035389878,0.035389878
1993,Education,TCH PHYS SCI,0,0,0,5,2,3,0,4,1,0,0,0,0,0,0,0,0,2020,2020,25431,0.00019661044,0.019661044
1993,Education,TCH SOC ST,0,0,0,64,35,29,0,58,2,3,1,0,0,0,0,0,0,2020,2020,25431,0.00251661358,0.251661358
1993,Education,TECH ED SP,0,0,0,21,19,2,0,20,1,0,0,0,0,0,0,0,0,2040,2040,25431,0.00082576383,0.082576383
1993,Education,UG NON-DEG,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2001,2001,25431,0.00003932209,0.003932209
1993,Engineering,Aero & Astro Engineering,0,0,396,366,322,44,4,286,32,9,14,0,0,0,21,0,0,8820,8820,25431,0.01439188392,1.439188392
1993,Engineering,Agricultural Engineering,0,0,0,89,66,23,1,60,1,2,0,0,0,0,25,0,0,4530,6603,25431,0.00349966576,0.349966576
1993,Engineering,CER ENGR,0,0,0,183,157,26,1,133,24,2,3,0,0,0,20,0,0,6714,6714,25431,0.00719594196,0.719594196
1993,Engineering,CERAMICS,0,0,0,12,10,2,0,6,1,0,0,0,0,0,5,0,0,2238,2238,25431,0.00047186505,0.047186505
1993,Engineering,Civil Engineering,0,0,424,1121,929,192,12,821,101,26,45,1,0,0,115,0,0,8880,8880,25431,0.04408005977,4.408005977
1993,Engineering,Computer Engineering,0,0,218,383,349,34,2,249,84,25,19,0,0,0,4,0,0,4450,4450,25431,0.01506035940,1.50603594
1993,Engineering,Computer Science,0,0,336,462,395,67,9,317,78,28,16,2,0,0,12,0,0,6651,6651,25431,0.01816680429,1.816680429
1993,Engineering,ENGR MECH,0,0,0,62,53,9,1,45,14,0,2,0,0,0,0,0,0,4520,4520,25431,0.00243796941,0.243796941
1993,Engineering,ENGR PHYS,0,0,0,71,53,18,4,58,7,1,1,0,0,0,0,0,0,6765,6765,25431,0.00279186819,0.279186819
1993,Engineering,ENV ENGR,0,0,0,80,66,14,1,49,5,2,4,0,0,0,19,0,0,2220,2220,25431,0.00314576698,0.314576698
1993,Engineering,ENV SCI,0,0,0,12,8,4,0,9,1,0,0,0,0,0,2,0,0,2220,2220,25431,0.00047186505,0.047186505
1993,Engineering,Electrical Engineering,0,0,460,1509,1346,163,7,880,360,62,50,1,0,0,149,0,0,8900,8900,25431,0.05933702961,5.933702961
1993,Engineering,GEN ENGR,0,0,0,575,447,128,3,434,65,25,40,1,0,0,7,0,0,8920,8920,25431,0.02261020015,2.261020015
1993,Engineering,Industrial Engineering,0,0,0,153,102,51,2,109,22,11,3,0,0,0,6,0,0,8960,8960,25431,0.00601627934,0.601627934
1993,Engineering,METAL ENGR,0,0,0,163,132,31,2,90,9,1,3,0,0,0,58,0,0,6714,6714,25431,0.00640950022,0.640950022
1993,Engineering,Mechanical Engineering,0,0,0,1005,908,97,5,763,114,34,35,3,0,0,51,0,0,8960,8960,25431,0.03951869765,3.951869765
1993,Engineering,Nuclear Engineering,0,0,0,152,128,24,2,107,11,4,9,0,0,0,19,0,0,6759,6759,25431,0.00597695726,0.597695726
1993,Engineering,TCH CS,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,2217,2217,25431,0.00007864417,0.007864417
1993,Engineering,Theoretical & Applied Mechans,0,0,0,52,49,3,0,25,1,1,1,0,0,0,24,0,0,2260,2260,25431,0.00204474854,0.204474854
