Subject,Number,Primary Instructor,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance,F_cum,D-_cum,D_cum,D+_cum,C-_cum,C_cum,C+_cum,B-_cum,B_cum,B+_cum,A-_cum,A_cum,A+_cum,25PCT,25_percent,75PCT,75_percent,12.5PCT,12.5_percent,87.5PCT,87.5_percent
ACCY,593,"Nekrasz, Frank",Special Research Problems,131,139,20,9,1,0,0,0,0,0,0,0,0,0,300,3.954566667,0.021996146,0,0,0,0,0,0,0,0,0.333333333,3.333333333,10,56.33333333,100,A_cum,4,A+_cum,4,A_cum,4,A+_cum,4
ACCY,593,"Ziegler, Richard E",Special Research Problems,23,92,9,17,62,1,0,0,0,0,0,0,0,0,204,3.619166667,0.209771364,0,0,0,0,0,0,0,0.490196078,30.88235294,39.21568627,43.62745098,88.7254902,100,B_cum,3,A_cum,4,B_cum,3,A_cum,4
ACE,100,"Bullock, David S",Agr Cons and Resource Econ,2,2,5,3,3,1,0,0,3,0,3,0,0,0,22,2.91,1.082209091,0,0,13.63636364,13.63636364,27.27272727,27.27272727,27.27272727,31.81818182,45.45454545,59.09090909,81.81818182,90.90909091,100,C-_cum,1.67,A-_cum,3.67,D_cum,1,A_cum,4
ACE,100,"Goldsmith, Peter D",Agr Cons and Resource Econ,10,39,37,53,78,56,31,34,17,10,8,4,13,0,390,2.780512821,0.601991865,3.333333333,4.358974359,6.41025641,8.974358974,13.33333333,22.05128205,30,44.35897436,64.35897436,77.94871795,87.43589744,97.43589744,100,C+_cum,2.33,B+_cum,3.33,C-_cum,1.67,A_cum,4
ACE,100,"Gundersen, Lisa C",Agr Cons and Resource Econ,103,283,253,253,326,185,145,165,104,60,79,58,79,7,2093,2.783631151,0.84109499,3.774486383,6.545628285,10.32011467,13.18681319,18.15575729,26.03917821,32.96703297,41.80602007,57.38174869,69.46966077,81.55757286,95.07883421,100,C_cum,2,A-_cum,3.67,D+_cum,1.33,A_cum,4
ACE,100,"Hanig, Ross A",Agr Cons and Resource Econ,1,5,6,8,4,7,6,4,4,2,1,1,1,0,50,2.7268,0.738704995,2,4,6,10,18,26,38,52,60,76,88,98,100,C_cum,2,B+_cum,3.33,C-_cum,1.67,A-_cum,3.67
ACE,100,"Kim, Hyun",Agr Cons and Resource Econ,5,8,11,5,5,4,5,2,1,0,0,0,1,0,47,3.234468085,0.444378253,2.127659574,2.127659574,2.127659574,2.127659574,4.255319149,8.510638298,19.14893617,27.65957447,38.29787234,48.93617021,72.34042553,89.36170213,100,B-_cum,2.67,A_cum,4,C+_cum,2.33,A_cum,4
ACE,100,"Rodriguez, Divina Gracia",Agr Cons and Resource Econ,2,3,10,11,10,0,2,6,2,2,0,2,1,0,51,2.888823529,0.736910353,1.960784314,5.882352941,5.882352941,9.803921569,13.7254902,25.49019608,29.41176471,29.41176471,49.01960784,70.58823529,90.19607843,96.07843137,100,C_cum,2,A-_cum,3.67,C-_cum,1.67,A-_cum,3.67
ACE,100,"Turi, Kedir N",Agr Cons and Resource Econ,3,5,6,2,13,2,8,6,4,0,0,1,0,0,50,2.8602,0.64494996,0,2,2,2,10,22,38,42,68,72,84,94,100,C+_cum,2.33,A-_cum,3.67,C_cum,2,A_cum,4
ACE,161,"Fernandes Tomon, Andre",Microcomputer Applications,7,22,13,2,2,0,0,1,1,0,0,1,1,0,50,3.6142,0.406535527,2,4,4,4,6,8,8,8,12,16,42,86,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A+_cum,4
ACE,161,"Li, Liqing",Microcomputer Applications,17,22,4,3,1,0,0,2,0,0,1,0,0,0,50,3.7734,0.34429844,0,0,2,2,2,6,6,6,8,14,22,66,100,A_cum,4,A+_cum,4,B+_cum,3.33,A+_cum,4
ACE,161,"Lo, Alexander C",Microcomputer Applications,0,2107,0,0,409,0,0,104,0,0,38,0,13,7,2671,3.706851367,0.361974881,0.486709098,0.486709098,1.90939723,1.90939723,1.90939723,5.803070011,5.803070011,5.803070011,21.11568701,21.11568701,21.11568701,100,100,A_cum,4,A_cum,4,B_cum,3,A_cum,4
ACE,161,"Naughton, Conner J",Microcomputer Applications,1,13,0,4,6,0,0,0,0,0,0,0,0,0,24,3.638333333,0.194013889,0,0,0,0,0,0,0,0,25,41.66666667,41.66666667,95.83333333,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ACE,161,"Parthum, Bryan M",Microcomputer Applications,0,132,0,4,17,0,0,2,0,2,1,1,1,0,160,3.7540625,0.333572963,0.625,1.25,1.875,3.125,3.125,4.375,4.375,4.375,15,17.5,17.5,100,100,A_cum,4,A_cum,4,B_cum,3,A_cum,4
ACE,161,"Rogalla, Valerie",Microcomputer Applications,0,1449,0,0,579,0,0,205,0,0,75,0,56,11,2364,3.391708968,0.613820166,2.368866328,2.368866328,5.541455161,5.541455161,5.541455161,14.21319797,14.21319797,14.21319797,38.70558376,38.70558376,38.70558376,100,100,B_cum,3,A_cum,4,C_cum,2,A_cum,4
ACE,161,"Shah, Payal S",Microcomputer Applications,0,46,0,0,0,0,0,2,0,0,0,0,0,0,48,3.916666667,0.159722222,0,0,0,0,0,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,100,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ACE,199,"Barnard, Jessa M",Multimedia Videography Project,5,48,6,4,5,0,0,0,0,0,0,0,0,0,68,3.857941176,0.089363408,0,0,0,0,0,0,0,0,7.352941176,13.23529412,22.05882353,92.64705882,100,A_cum,4,A_cum,4,B+_cum,3.33,A_cum,4
ACE,199,"Coppess, Jonathan",Dev of Food and Ag Policy,9,11,10,8,6,2,0,0,1,0,0,0,0,0,47,3.581914894,0.243223993,0,0,0,0,2.127659574,2.127659574,2.127659574,6.382978723,19.14893617,36.17021277,57.44680851,80.85106383,100,B+_cum,3.33,A_cum,4,B_cum,3,A+_cum,4
ACE,199,"Irani, Kaizad R",Introduction to Sales,52,49,13,6,2,1,0,1,0,0,0,0,0,0,124,3.89,0.083690323,0,0,0,0,0,0.806451613,0.806451613,1.612903226,3.225806452,8.064516129,18.5483871,58.06451613,100,A_cum,4,A+_cum,4,A-_cum,3.67,A+_cum,4
ACE,199,"Scholl, Jon H",Farm Food & Env Policy,8,12,0,1,0,0,0,0,0,0,0,0,0,0,21,3.968095238,0.020358277,0,0,0,0,0,0,0,0,0,4.761904762,4.761904762,61.9047619,100,A_cum,4,A+_cum,4,A_cum,4,A+_cum,4
ACE,199,"Warfield, Ronald R",Agribus Leadership and Policy,4,24,9,2,3,1,0,0,0,0,0,0,0,0,43,3.799069767,0.114203786,0,0,0,0,0,0,0,2.325581395,9.302325581,13.95348837,34.88372093,90.69767442,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ACE,210,"Ando, Amy W",Environmental Economics,45,199,60,105,142,33,25,37,7,6,5,0,7,5,671,3.303845007,0.458934034,1.043219076,1.043219076,1.788375559,2.682563338,3.725782414,9.239940387,12.9657228,17.88375559,39.0461997,54.69448584,63.63636364,93.29359165,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ACE,210,"Christensen, Peter",Environmental Economics,77,103,75,77,100,58,26,38,17,11,7,3,12,1,604,3.13763245,0.598506731,1.986754967,2.483443709,3.642384106,5.463576159,8.278145695,14.56953642,18.87417219,28.47682119,45.03311258,57.78145695,70.1986755,87.25165563,100,B-_cum,2.67,A_cum,4,C_cum,2,A+_cum,4
ACE,210,"Crost, Benjamin",Environmental Economics,5,46,17,27,39,8,8,9,2,2,0,0,3,1,166,3.236746988,0.424191869,1.807228916,1.807228916,1.807228916,3.012048193,4.21686747,9.638554217,14.45783133,19.27710843,42.77108434,59.03614458,69.27710843,96.98795181,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ACE,222,"Stoddard, Paul B",Agricultural Marketing,124,514,206,174,386,89,63,135,22,13,32,3,30,5,1791,3.231658291,0.559703805,1.675041876,1.842546064,3.629257398,4.355108878,5.58347292,13.12116136,16.6387493,21.6080402,43.16024567,52.87548855,64.37744277,93.07649358,100,B_cum,3,A_cum,4,C_cum,2,A_cum,4
ACE,231,"Micheels, Eric T",Food and Agribusiness Mgt,2,64,28,37,24,9,4,4,0,0,1,0,1,0,174,3.473103448,0.295206187,0.574712644,0.574712644,1.149425287,1.149425287,1.149425287,3.448275862,5.747126437,10.91954023,24.71264368,45.97701149,62.06896552,98.85057471,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ACE,231,"Stoddard, Paul B",Food and Agribusiness Mgt,44,259,254,212,165,69,27,28,8,6,2,1,6,1,1081,3.397123034,0.320380836,0.555041628,0.647548566,0.832562442,1.38760407,2.127659574,4.717853839,7.215541166,13.59851989,28.86216466,48.47363552,71.97039778,95.92969473,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ACE,232,"Stoddard, Paul B",Management of Farm Enterprises,28,145,87,84,195,56,33,78,18,6,19,2,8,0,759,3.052437418,0.594096703,1.054018445,1.317523057,3.820816864,4.611330698,6.9828722,17.25955204,21.60737813,28.98550725,54.67720685,65.74440053,77.20685112,96.31093544,100,B-_cum,2.67,A-_cum,3.67,C_cum,2,A_cum,4
ACE,240,"Braden, John B",Personal Financial Planning,6,65,36,44,105,46,34,66,12,1,13,4,4,3,436,2.864059633,0.621758633,0.917431193,1.834862385,4.816513761,5.04587156,7.798165138,22.93577982,30.73394495,41.28440367,65.36697248,75.4587156,83.71559633,98.62385321,100,C+_cum,2.33,B+_cum,3.33,C_cum,2,A_cum,4
ACE,240,"Lemoine, Craig",Personal Financial Planning,141,208,3,8,36,6,0,16,0,0,0,0,2,2,420,3.784928571,0.234410784,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,4.285714286,4.285714286,5.714285714,14.28571429,16.19047619,16.9047619,66.42857143,100,A_cum,4,A+_cum,4,B_cum,3,A+_cum,4
ACE,240,"Micetich, John",Personal Financial Planning,0,5,3,5,13,6,7,10,1,2,7,2,0,0,61,2.486229508,0.83262021,0,3.278688525,14.75409836,18.03278689,19.67213115,36.06557377,47.54098361,57.37704918,78.68852459,86.8852459,91.80327869,100,100,C_cum,2,B_cum,3,D_cum,1,A-_cum,3.67
ACE,240,"Stoddard, Paul B",Personal Financial Planning,159,425,324,271,225,93,50,51,29,19,19,8,29,2,1702,3.329835488,0.482101779,1.703877791,2.173913043,3.290246769,4.406580494,6.110458284,9.10693302,12.04465335,17.50881316,30.72855464,46.65099882,65.68742656,90.65804935,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ACE,240,"Xu, Yilan",Personal Financial Planning,22,107,50,46,111,32,22,28,8,2,6,0,7,1,441,3.175510204,0.499710782,1.587301587,1.587301587,2.947845805,3.401360544,5.215419501,11.56462585,16.55328798,23.80952381,48.97959184,59.41043084,70.74829932,95.01133787,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ACE,251,"Baylis, Katherine R",The World Food Economy,55,109,97,87,101,95,35,40,13,6,8,1,9,1,656,3.137591463,0.518617794,1.37195122,1.524390244,2.743902439,3.658536585,5.640243902,11.73780488,17.07317073,31.55487805,46.95121951,60.21341463,75,91.61585366,100,B-_cum,2.67,A_cum,4,C+_cum,2.33,A_cum,4
ACE,251,"Goldsmith, Peter D",The World Food Economy,0,13,20,10,21,25,8,9,2,1,1,0,1,2,111,2.97981982,0.439485317,0.900900901,0.900900901,1.801801802,2.702702703,4.504504505,12.61261261,19.81981982,42.34234234,61.26126126,70.27027027,88.28828829,100,100,B-_cum,2.67,A-_cum,3.67,C_cum,2,A-_cum,3.67
ACE,251,"Gundersen, Craig",The World Food Economy,0,18,3,13,13,7,6,4,3,1,0,0,0,0,68,3.122205882,0.519090722,0,0,0,1.470588235,5.882352941,11.76470588,20.58823529,30.88235294,50,69.11764706,73.52941176,100,100,B-_cum,2.67,A_cum,4,C+_cum,2.33,A_cum,4
ACE,251,"Michelson, Hope C",The World Food Economy,29,62,65,51,41,17,12,11,5,3,1,2,2,0,301,3.340232558,0.454757397,0.664451827,1.328903654,1.661129568,2.657807309,4.318936877,7.973421927,11.96013289,17.60797342,31.22923588,48.17275748,69.76744186,90.3654485,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ACE,251,"Nepal, Atul",The World Food Economy,6,13,17,8,19,11,7,4,3,1,2,2,0,0,93,3.068709677,0.670505862,0,2.150537634,4.301075269,5.376344086,8.602150538,12.90322581,20.43010753,32.25806452,52.68817204,61.29032258,79.56989247,93.5483871,100,B-_cum,2.67,A-_cum,3.67,C_cum,2,A_cum,4
ACE,251,"Rios-Neto, Eduardo L",The World Food Economy,11,43,25,21,28,11,6,10,3,1,0,0,4,0,163,3.25993865,0.441557665,2.45398773,2.45398773,2.45398773,3.067484663,4.90797546,11.04294479,14.72392638,21.47239264,38.65030675,51.53374233,66.87116564,93.25153374,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ACE,251,"Songsermsawas, Tisorn",The World Food Economy,20,32,6,7,13,5,3,3,0,0,0,0,1,0,90,3.540777778,0.338779314,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,4.444444444,7.777777778,13.33333333,27.77777778,35.55555556,42.22222222,77.77777778,100,B_cum,3,A_cum,4,B-_cum,2.67,A+_cum,4
ACE,251,"Winter-Nelson, Alex E",The World Food Economy,40,198,159,106,141,74,51,51,18,8,9,1,8,4,864,3.217928241,0.516871637,0.925925926,1.041666667,2.083333333,3.009259259,5.092592593,10.99537037,16.89814815,25.46296296,41.78240741,54.05092593,72.4537037,95.37037037,100,B-_cum,2.67,A_cum,4,C+_cum,2.33,A_cum,4
ACE,254,"Allen-Smith, Joyce E",Economic Systems in Africa,22,71,27,31,55,13,15,40,13,10,14,0,13,1,324,2.895030864,0.827174233,4.012345679,4.012345679,8.333333333,11.41975309,15.43209877,27.77777778,32.40740741,36.41975309,53.39506173,62.96296296,71.2962963,93.20987654,100,C_cum,2,A_cum,4,C-_cum,1.67,A_cum,4
ACE,255,"Allen-Smith, Joyce E",Econ of Rural Poverty and Dev,3,8,5,6,0,0,0,1,0,0,0,0,0,0,23,3.666521739,0.203483554,0,0,0,0,0,4.347826087,4.347826087,4.347826087,4.347826087,30.43478261,52.17391304,86.95652174,100,B+_cum,3.33,A_cum,4,B+_cum,3.33,A+_cum,4
ACE,255,"Allen-Smith, Joyce E",Econ of US Rural Poverty & Dev,3,15,12,17,21,7,4,8,2,0,0,0,1,0,90,3.144444444,0.406316571,1.111111111,1.111111111,1.111111111,1.111111111,3.333333333,12.22222222,16.66666667,24.44444444,47.77777778,66.66666667,80,96.66666667,100,B_cum,3,A-_cum,3.67,C+_cum,2.33,A_cum,4
ACE,261,"Busdieker, Nichole L",Applied Statistical Methods,0,16,8,9,13,6,7,7,8,1,0,0,3,0,78,2.863461538,0.63147089,3.846153846,3.846153846,3.846153846,5.128205128,15.38461538,24.35897436,33.33333333,41.02564103,57.69230769,69.23076923,79.48717949,100,100,C+_cum,2.33,A-_cum,3.67,C-_cum,1.67,A_cum,4
ACE,261,"Gundersen, Lisa C",Applied Statistical Methods,32,27,27,23,18,6,8,6,1,3,3,0,2,1,156,3.33974359,0.536480867,1.282051282,1.282051282,3.205128205,5.128205128,5.769230769,9.615384615,14.74358974,18.58974359,30.12820513,44.87179487,62.17948718,79.48717949,100,B_cum,3,A_cum,4,C+_cum,2.33,A+_cum,4
ACE,261,"Hornbaker, Robert H",Applied Statistical Methods,4,37,21,25,38,23,27,17,22,4,5,0,0,0,223,2.886547085,0.681504221,0,0,2.242152466,4.035874439,13.90134529,21.52466368,33.632287,43.94618834,60.98654709,72.19730942,81.61434978,98.20627803,100,C+_cum,2.33,A-_cum,3.67,C-_cum,1.67,A_cum,4
ACE,261,"Kirwan, Barrett E",Applied Statistical Methods,2,17,0,4,18,2,3,13,2,1,3,0,4,0,69,2.743768116,0.778022701,5.797101449,5.797101449,10.14492754,11.5942029,14.49275362,33.33333333,37.68115942,40.57971014,66.66666667,72.46376812,72.46376812,97.10144928,100,C_cum,2,A_cum,4,C-_cum,1.67,A_cum,4
ACE,261,"Nasr, Raoul E",Applied Statistical Methods,5,18,16,14,27,18,7,12,4,4,2,1,1,0,129,2.956434109,0.623908969,0.775193798,1.550387597,3.100775194,6.201550388,9.302325581,18.60465116,24.03100775,37.98449612,58.91472868,69.76744186,82.17054264,96.12403101,100,B-_cum,2.67,A-_cum,3.67,C_cum,2,A_cum,4
ACE,261,"Rokicki, Bartlomiej",Applied Statistical Methods,0,4,2,3,10,5,2,4,3,4,8,0,11,0,56,1.922678571,0.936976365,19.64285714,19.64285714,33.92857143,41.07142857,46.42857143,53.57142857,57.14285714,66.07142857,83.92857143,89.28571429,92.85714286,100,100,D_cum,1,B_cum,3,F_cum,0,B+_cum,3.33
ACE,261,"Rouhi Rad, Mani",Applied Statistical Methods,0,6,10,8,12,14,6,6,1,3,2,0,1,1,69,2.816811594,0.557447406,1.449275362,1.449275362,4.347826087,8.695652174,10.14492754,18.84057971,27.53623188,47.82608696,65.2173913,76.8115942,91.30434783,100,100,C+_cum,2.33,B+_cum,3.33,C_cum,2,A-_cum,3.67
ACE,261,"Rubin, Ofir",Applied Statistical Methods,1,10,8,7,15,5,6,4,5,3,0,1,1,1,66,2.878939394,0.681453541,1.515151515,3.03030303,3.03030303,7.575757576,15.15151515,21.21212121,30.3030303,37.87878788,60.60606061,71.21212121,83.33333333,98.48484848,100,C+_cum,2.33,A-_cum,3.67,C-_cum,1.67,A_cum,4
ACE,261,"Serra Devesa, Maria Teres",Applied Statistical Methods,13,24,5,19,22,16,14,16,5,7,8,3,3,1,155,2.778258065,0.891720491,1.935483871,3.870967742,9.032258065,13.5483871,16.77419355,27.09677419,36.12903226,46.4516129,60.64516129,72.90322581,76.12903226,91.61290323,100,C_cum,2,A-_cum,3.67,D+_cum,1.33,A_cum,4
ACE,270,"Gundersen, Craig",Consumer Economics,0,85,51,53,72,53,38,43,23,9,12,0,27,1,466,2.785600858,0.655260159,5.793991416,5.793991416,8.369098712,10.30042918,15.2360515,24.46351931,32.61802575,43.99141631,59.44206009,70.81545064,81.75965665,100,100,C+_cum,2.33,A-_cum,3.67,C-_cum,1.67,A_cum,4
ACE,306,"Endres, A B",Food Law,18,70,58,25,50,30,10,15,4,1,7,0,4,0,292,3.241506849,0.528488597,1.369863014,1.369863014,3.767123288,4.109589041,5.479452055,10.61643836,14.04109589,24.31506849,41.43835616,50,69.8630137,93.83561644,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ACE,306,"Schlessinger, Lisa R",Food Law,15,22,14,7,7,3,1,2,0,0,0,0,0,0,71,3.634225352,0.257230034,0,0,0,0,0,2.816901408,4.225352113,8.450704225,18.30985915,28.16901408,47.88732394,78.87323944,100,B+_cum,3.33,A_cum,4,B_cum,3,A+_cum,4
ACE,310,"Brazee, Richard J",Natural Resource Economics,33,217,128,111,126,83,48,32,15,3,4,1,3,3,804,3.294216418,0.451877638,0.373134328,0.497512438,0.995024876,1.368159204,3.233830846,7.213930348,13.1840796,23.50746269,39.17910448,52.98507463,68.90547264,95.89552239,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ACE,310,"Dissanayake, Sahan T",Natural Resource Economics,10,28,31,19,18,5,3,0,1,2,0,0,2,1,119,3.426134454,0.303670817,1.680672269,1.680672269,1.680672269,3.361344538,4.201680672,4.201680672,6.722689076,10.92436975,26.05042017,42.01680672,68.06722689,91.59663866,100,B_cum,3,A_cum,4,B_cum,3,A_cum,4
ACE,332,"Hornbaker, Robert H",Farm Management,0,5,9,7,5,2,0,0,0,0,0,0,0,0,28,3.452857143,0.152784694,0,0,0,0,0,0,0,7.142857143,25,50,82.14285714,100,100,B+_cum,3.33,A-_cum,3.67,B_cum,3,A_cum,4
ACE,335,"Ellison, Brenna",Food Marketing and Behavior,2,25,10,7,5,4,1,2,0,1,0,0,0,0,57,3.53245614,0.381836073,0,0,0,1.754385965,1.754385965,5.263157895,7.01754386,14.03508772,22.80701754,35.0877193,52.63157895,96.49122807,100,B+_cum,3.33,A_cum,4,B-_cum,2.67,A_cum,4
ACE,341,"Allen, Sharon C",Contemp Issue Comm Fin Plng,5,8,1,2,8,0,0,0,0,0,0,0,1,0,25,3.4532,0.22429415,4,4,4,4,4,4,4,4,36,44,48,80,100,B_cum,3,A_cum,4,B_cum,3,A+_cum,4
ACE,341,"Barnard, Jessa M",Issues in Agribus Mkts & Mgmt,38,12,5,1,3,2,0,1,0,0,0,0,1,0,63,3.778095238,0.161189965,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,3.174603175,3.174603175,6.349206349,11.11111111,12.6984127,20.63492063,39.68253968,100,A_cum,4,A+_cum,4,B+_cum,3.33,A+_cum,4
ACE,341,"Finnegan, Ann B",Contemp Issues in AgAccy&Fin,12,61,45,16,2,2,1,2,1,0,4,0,3,0,149,3.582348993,0.358042986,2.013422819,2.013422819,4.697986577,4.697986577,5.369127517,6.711409396,7.382550336,8.724832215,10.06711409,20.80536913,51.00671141,91.94630872,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ACE,341,"Finnegan, Ann B",Issues in AgAccy and FinAg,7,27,28,3,7,0,0,0,0,0,0,0,0,0,72,3.746527778,0.094028221,0,0,0,0,0,0,0,0,9.722222222,13.88888889,52.77777778,90.27777778,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ACE,341,"Finnegan, Ann B",Issues in Cons Econ & Finance,6,9,4,1,2,1,0,0,0,0,0,0,0,0,23,3.768695652,0.148820038,0,0,0,0,0,0,0,4.347826087,13.04347826,17.39130435,34.7826087,73.91304348,100,A-_cum,3.67,A+_cum,4,B_cum,3,A+_cum,4
ACE,341,"Miller, Theresa S",Contemp Issues Financial Plng,0,19,2,1,0,0,0,0,0,0,0,0,0,0,22,3.939545455,0.026649793,0,0,0,0,0,0,0,0,0,4.545454545,13.63636364,100,100,A_cum,4,A_cum,4,A-_cum,3.67,A_cum,4
ACE,341,"Stoddard, Paul B",Issues in Agribus Mkts & Mgmt,19,2,5,1,2,0,0,0,0,0,0,0,0,0,29,3.851034483,0.081029964,0,0,0,0,0,0,0,0,6.896551724,10.34482759,27.5862069,34.48275862,100,A-_cum,3.67,A+_cum,4,A-_cum,3.67,A+_cum,4
ACE,345,"Paulson, Nicholas D",Finan Decision Indiv Sm Bus,16,581,116,160,147,56,25,20,7,5,1,3,0,2,1137,3.567845207,0.33756132,0,0.263852243,0.35180299,0.791556728,1.407211961,3.166226913,5.364995602,10.29023747,23.21899736,37.29111697,47.49340369,98.59278804,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ACE,346,"Ahearn, Deanna C",Tax Policy and Finan Planning,1,2,3,1,12,2,1,1,0,0,1,0,1,0,25,2.9204,0.417406394,4,4,8,8,8,12,16,24,72,76,88,96,100,B_cum,3,B+_cum,3.33,C+_cum,2.33,A-_cum,3.67
ACE,346,"Breen, John",Tax Policy and Finan Planning,33,103,71,29,44,21,8,8,3,0,1,0,0,0,321,3.519813084,0.334824887,0,0,0.31152648,0.31152648,1.246105919,3.738317757,6.230529595,12.77258567,26.47975078,35.51401869,57.63239875,89.71962617,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ACE,346,"Endres, A B",Tax Policy and Finan Planning,4,4,4,4,11,4,3,3,1,0,0,0,0,0,38,3.114210526,0.428598061,0,0,0,0,2.631578947,10.52631579,18.42105263,28.94736842,57.89473684,68.42105263,78.94736842,89.47368421,100,B-_cum,2.67,A-_cum,3.67,C+_cum,2.33,A_cum,4
ACE,346,"Owens, Doug",Tax Policy and Finan Planning,0,6,11,9,13,4,1,2,0,0,0,0,0,0,46,3.268478261,0.249712902,0,0,0,0,0,4.347826087,6.52173913,15.2173913,43.47826087,63.04347826,86.95652174,100,100,B_cum,3,A-_cum,3.67,B-_cum,2.67,A_cum,4
ACE,360,"Doehring, Todd A",Spreadsheet Models & Applic,159,161,114,67,74,47,26,22,16,9,5,4,9,2,713,3.39401122,0.531578287,1.26227209,1.823281907,2.52454418,3.786816269,6.03085554,9.116409537,12.76297335,19.35483871,29.73352034,39.13043478,55.11921459,77.69985975,100,B_cum,3,A_cum,4,C+_cum,2.33,A+_cum,4
ACE,398,"Allen, Sharon C",Estate Plng for Finan Planners,4,4,9,3,2,2,2,0,0,0,0,0,0,0,26,3.500769231,0.267784024,0,0,0,0,0,0,7.692307692,15.38461538,23.07692308,34.61538462,69.23076923,84.61538462,100,B+_cum,3.33,A_cum,4,B-_cum,2.67,A+_cum,4
ACE,398,"Barnard, Jessa M",Issues in Agribus Mkts & Mgmt,29,14,6,4,1,0,0,1,0,0,0,1,0,0,56,3.80375,0.292519866,0,1.785714286,1.785714286,1.785714286,1.785714286,3.571428571,3.571428571,3.571428571,5.357142857,12.5,23.21428571,48.21428571,100,A_cum,4,A+_cum,4,A-_cum,3.67,A+_cum,4
ACE,398,"Braden, John B",Contemp Issues in Fin Planning,0,21,0,0,0,2,0,1,0,0,0,0,0,0,24,3.805833333,0.276374306,0,0,0,0,0,4.166666667,4.166666667,12.5,12.5,12.5,12.5,100,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ACE,398,"Ellison, Brenna",Food Marketing and Behavior,20,82,32,15,11,1,4,0,0,0,0,0,0,0,165,3.759878788,0.149267864,0,0,0,0,0,0,2.424242424,3.03030303,9.696969697,18.78787879,38.18181818,87.87878788,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ACE,398,"Finnegan, Ann B",Contemporary Issues in Policy,7,31,4,0,1,0,0,0,1,0,0,0,0,0,44,3.894318182,0.144842717,0,0,0,0,2.272727273,2.272727273,2.272727273,2.272727273,4.545454545,4.545454545,13.63636364,84.09090909,100,A_cum,4,A_cum,4,A-_cum,3.67,A+_cum,4
ACE,398,"Lemoine, Craig",Risk Mngmt in Personal Fin Pla,6,45,0,0,0,0,0,1,0,0,0,0,0,0,52,3.961538462,0.075443787,0,0,0,0,0,1.923076923,1.923076923,1.923076923,1.923076923,1.923076923,1.923076923,88.46153846,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ACE,398,"Miller, Theresa S",Contemp Issues Financial Plng,0,16,5,2,1,0,0,0,0,0,0,0,0,0,24,3.83375,0.074123438,0,0,0,0,0,0,0,0,4.166666667,12.5,33.33333333,100,100,A-_cum,3.67,A_cum,4,A-_cum,3.67,A_cum,4
ACE,398,"Paulson, Nicholas D",App Tools/Concepts Bus Plng,0,17,7,1,0,0,0,0,0,0,0,0,0,0,25,3.8808,0.03423936,0,0,0,0,0,0,0,0,0,4,32,100,100,A-_cum,3.67,A_cum,4,A-_cum,3.67,A_cum,4
ACE,403,"Coppess, Jonathan",Agricultural Law,8,20,25,25,15,6,3,6,2,0,0,0,0,0,110,3.366818182,0.351652603,0,0,0,0,1.818181818,7.272727273,10,15.45454545,29.09090909,51.81818182,74.54545455,92.72727273,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ACE,403,"Grossman, Margaret R",Agricultural Law,0,8,2,5,9,6,2,13,3,0,1,1,2,0,52,2.622115385,0.68370556,3.846153846,5.769230769,7.692307692,7.692307692,13.46153846,38.46153846,42.30769231,53.84615385,71.15384615,80.76923077,84.61538462,100,100,C_cum,2,B+_cum,3.33,C-_cum,1.67,A_cum,4
ACE,406,"Endres, A B",Environmental Law,15,29,19,7,30,12,10,12,8,3,3,2,1,0,151,3.046821192,0.767210297,0.662251656,1.986754967,3.973509934,5.960264901,11.25827815,19.20529801,25.82781457,33.77483444,53.64238411,58.2781457,70.86092715,90.06622517,100,C+_cum,2.33,A_cum,4,C_cum,2,A_cum,4
