Subject,Number,Primary Instructor,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance,F_cum,D-_cum,D_cum,D+_cum,C-_cum,C_cum,C+_cum,B-_cum,B_cum,B+_cum,A-_cum,A_cum,A+_cum,25PCT,25_percent,75PCT,75_percent,12.5PCT,12.5_percent,87.5PCT,87.5_percent
AAS,100,"Arai, Sayuri",Intro Asian American Studies,13,41,15,10,10,5,4,0,0,0,0,0,0,0,98,3.643061224,0.24119267,0,0,0,0,0,0,4.081632653,9.183673469,19.3877551,29.59183673,44.89795918,86.73469388,100,B+_cum,3.33,A_cum,4,B_cum,3,A+_cum,4
AAS,100,"Arnaldo, Constancio",Intro Asian American Studies,1,128,57,24,22,7,3,5,2,0,2,1,2,1,254,3.593700787,0.330382483,0.787401575,1.181102362,1.968503937,1.968503937,2.755905512,4.724409449,5.905511811,8.661417323,17.32283465,26.77165354,49.21259843,99.60629921,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,100,"Atienza, Paul Michael L",Intro Asian American Studies,6,33,5,1,6,2,2,2,2,0,0,1,1,0,61,3.503114754,0.569234348,1.639344262,3.278688525,3.278688525,3.278688525,6.557377049,9.836065574,13.1147541,16.39344262,26.2295082,27.86885246,36.06557377,90.16393443,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
AAS,100,"Carter, Regina S",Intro Asian American Studies,11,25,6,2,0,0,0,0,0,2,0,1,0,0,47,3.744893617,0.507216478,0,2.127659574,2.127659574,6.382978723,6.382978723,6.382978723,6.382978723,6.382978723,6.382978723,10.63829787,23.40425532,76.59574468,100,A_cum,4,A_cum,4,A-_cum,3.67,A+_cum,4
AAS,100,"Chung, Ga Young",Intro Asian American Studies,68,56,11,13,9,3,3,2,2,0,0,1,0,0,168,3.748035714,0.291595546,0,0.595238095,0.595238095,0.595238095,1.785714286,2.976190476,4.761904762,6.547619048,11.9047619,19.64285714,26.19047619,59.52380952,100,A-_cum,3.67,A+_cum,4,B+_cum,3.33,A+_cum,4
AAS,100,"Davis, Thomas E",Intro Asian American Studies,75,129,13,23,24,8,6,1,2,0,1,0,0,2,282,3.73751773,0.251964051,0,0,0.354609929,0.354609929,1.063829787,1.418439716,3.546099291,6.382978723,14.89361702,23.04964539,27.65957447,73.40425532,100,A-_cum,3.67,A+_cum,4,B_cum,3,A+_cum,4
AAS,100,"Espiritu, Augusto F",Intro Asian American Studies,2,17,0,6,5,0,1,0,0,0,1,0,0,0,32,3.5721875,0.42579834,0,0,3.125,3.125,3.125,3.125,6.25,6.25,21.875,40.625,40.625,93.75,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,100,"Kang, Yoonjung",Intro Asian American Studies,16,20,20,13,18,6,6,6,2,3,0,3,5,0,118,3.101949153,0.674532279,4.237288136,6.779661017,6.779661017,9.322033898,11.01694915,16.10169492,21.18644068,26.27118644,41.52542373,52.54237288,69.49152542,86.44067797,100,B-_cum,2.67,A_cum,4,C_cum,2,A+_cum,4
AAS,100,"Kim, Sujung",Intro Asian American Studies,20,29,11,6,0,0,1,0,0,0,0,0,0,0,67,3.860895522,0.080354422,0,0,0,0,0,0,1.492537313,1.492537313,1.492537313,10.44776119,26.86567164,70.14925373,100,A-_cum,3.67,A+_cum,4,A-_cum,3.67,A+_cum,4
AAS,100,"Kinase-Leggett, Elizabeth",Intro Asian American Studies,28,38,22,10,22,4,2,0,0,0,0,0,4,2,130,3.533692308,0.210174634,3.076923077,3.076923077,3.076923077,3.076923077,3.076923077,3.076923077,4.615384615,7.692307692,24.61538462,32.30769231,49.23076923,78.46153846,100,B+_cum,3.33,A_cum,4,B_cum,3,A+_cum,4
AAS,100,"Kwon, Soo Ah",Intro Asian American Studies,40,20,5,0,4,1,0,0,0,0,0,0,0,0,70,3.900285714,0.08024849,0,0,0,0,0,0,0,1.428571429,7.142857143,7.142857143,14.28571429,42.85714286,100,A_cum,4,A+_cum,4,A-_cum,3.67,A+_cum,4
AAS,100,"Kwon, Yaejoon",Intro Asian American Studies,16,37,29,40,19,4,6,4,0,0,0,1,2,1,158,3.430126582,0.304867473,1.265822785,1.898734177,1.898734177,1.898734177,1.898734177,4.430379747,8.227848101,10.75949367,22.78481013,48.10126582,66.4556962,89.87341772,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,100,"Lee, Alexander J",Intro Asian American Studies,34,55,11,8,10,1,2,5,2,0,0,1,3,0,132,3.593560606,0.39042419,2.272727273,3.03030303,3.03030303,3.03030303,4.545454545,8.333333333,9.848484848,10.60606061,18.18181818,24.24242424,32.57575758,74.24242424,100,A-_cum,3.67,A+_cum,4,B_cum,3,A+_cum,4
AAS,100,"Lee, Amy J",Intro Asian American Studies,0,9,5,7,6,3,0,0,0,0,0,0,0,0,30,3.455666667,0.203484556,0,0,0,0,0,0,0,10,30,53.33333333,70,100,100,B_cum,3,A_cum,4,B_cum,3,A_cum,4
AAS,100,"Lee, Jean Y",Intro Asian American Studies,27,11,18,7,3,2,3,0,1,2,0,0,0,0,74,3.608513514,0.383139682,0,0,0,2.702702703,4.054054054,4.054054054,8.108108108,10.81081081,14.86486486,24.32432432,48.64864865,63.51351351,100,A-_cum,3.67,A+_cum,4,B_cum,3,A+_cum,4
AAS,100,"Lee, Sang S",Intro Asian American Studies,29,101,52,32,42,16,5,12,2,1,0,1,5,1,298,3.446677852,0.371526409,1.677852349,2.013422819,2.013422819,2.348993289,3.020134228,7.046979866,8.724832215,14.09395973,28.18791946,38.9261745,56.37583893,90.26845638,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
AAS,100,"Livingston, Susan B",Intro Asian American Studies,0,44,14,6,2,1,0,0,0,1,0,0,0,0,68,3.784705882,0.175939619,0,0,0,1.470588235,1.470588235,1.470588235,1.470588235,2.941176471,5.882352941,14.70588235,35.29411765,100,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
AAS,100,"Manalansan, Martin F",Intro Asian American Studies,21,12,0,1,0,0,0,0,0,0,0,0,0,0,34,3.980294118,0.012814619,0,0,0,0,0,0,0,0,0,2.941176471,2.941176471,38.23529412,100,A_cum,4,A+_cum,4,A_cum,4,A+_cum,4
AAS,100,"Marasigan, Cynthia L",Intro Asian American Studies,0,6,7,6,3,4,1,0,0,0,0,0,0,1,27,3.395555556,0.239098765,0,0,0,0,0,0,3.703703704,18.51851852,29.62962963,51.85185185,77.77777778,100,100,B_cum,3,A-_cum,3.67,B-_cum,2.67,A_cum,4
AAS,100,"Mariano, Lorena",Intro Asian American Studies,0,11,11,4,3,3,0,1,0,0,0,0,0,0,33,3.536363636,0.248683747,0,0,0,0,0,3.03030303,3.03030303,12.12121212,21.21212121,33.33333333,66.66666667,100,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,100,"Paik, Angela N",Intro Asian American Studies,10,26,19,8,11,9,4,5,3,1,5,2,3,1,106,3.10754717,0.838988812,2.830188679,4.716981132,9.433962264,10.37735849,13.20754717,17.9245283,21.69811321,30.18867925,40.56603774,48.11320755,66.03773585,90.56603774,100,B-_cum,2.67,A_cum,4,C-_cum,1.67,A_cum,4
AAS,100,"Peralta, Christine N",Intro Asian American Studies,10,109,29,25,8,6,4,2,0,0,2,0,3,0,198,3.641515152,0.267285089,1.515151515,1.515151515,2.525252525,2.525252525,2.525252525,3.535353535,5.555555556,8.585858586,12.62626263,25.25252525,39.8989899,94.94949495,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,100,"Pyon, Heekyong T",Intro Asian American Studies,5,41,10,3,4,1,0,0,0,0,0,0,0,1,64,3.83375,0.100557813,0,0,0,0,0,0,0,1.5625,7.8125,12.5,28.125,92.1875,100,A-_cum,3.67,A_cum,4,A-_cum,3.67,A_cum,4
AAS,100,"Sharif, Lila A",Intro Asian American Studies,10,7,2,2,2,1,0,1,0,0,0,0,1,0,26,3.564230769,0.278595909,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,7.692307692,7.692307692,11.53846154,19.23076923,26.92307692,34.61538462,61.53846154,100,B+_cum,3.33,A+_cum,4,B_cum,3,A+_cum,4
AAS,100,"Thomas, Merin A",Intro Asian American Studies,43,150,59,40,32,22,6,9,1,2,1,1,9,2,375,3.5052,0.345114444,2.4,2.666666667,2.933333333,3.466666667,3.733333333,6.133333333,7.733333333,13.6,22.13333333,32.8,48.53333333,88.53333333,100,B+_cum,3.33,A_cum,4,B-_cum,2.67,A_cum,4
AAS,100,"Tsou, Elda",Intro Asian American Studies,0,5,15,9,4,1,0,0,0,0,0,0,0,0,34,3.520294118,0.106426384,0,0,0,0,0,0,0,2.941176471,14.70588235,41.17647059,85.29411765,100,100,B+_cum,3.33,A-_cum,3.67,B_cum,3,A_cum,4
AAS,100,"Winkelmann, Marie T",Intro Asian American Studies,2,44,25,9,2,3,2,3,0,0,3,0,1,0,94,3.546702128,0.454818954,1.063829787,1.063829787,4.255319149,4.255319149,4.255319149,7.446808511,9.574468085,12.76595745,14.89361702,24.46808511,51.06382979,97.87234043,100,A-_cum,3.67,A_cum,4,B-_cum,2.67,A_cum,4
AAS,105,"Sharif, Lila A",Intro to Arab Am Studies,10,7,3,2,0,0,0,1,0,0,1,0,0,0,24,3.694583333,0.49940816,0,0,4.166666667,4.166666667,4.166666667,8.333333333,8.333333333,8.333333333,8.333333333,16.66666667,29.16666667,58.33333333,100,A-_cum,3.67,A+_cum,4,B+_cum,3.33,A+_cum,4
AAS,120,"Arai, Sayuri",Intro to Asian Am Pop Culture,4,22,14,16,16,8,18,16,4,2,4,0,0,2,124,2.945967742,0.70378858,0,0,3.225806452,4.838709677,8.064516129,20.96774194,35.48387097,41.93548387,54.83870968,67.74193548,79.03225806,96.77419355,100,C+_cum,2.33,A-_cum,3.67,C_cum,2,A_cum,4
AAS,120,"Chin, Christina B",Intro to Asian Am Pop Culture,2,15,11,4,13,9,0,3,3,0,1,0,0,0,61,3.225081967,0.53393319,0,0,1.639344262,1.639344262,6.557377049,11.47540984,11.47540984,26.2295082,47.54098361,54.09836066,72.13114754,96.72131148,100,B-_cum,2.67,A_cum,4,B-_cum,2.67,A_cum,4
AAS,120,"Eng, Christopher A",Intro to Asian Am Pop Culture,1,15,3,2,3,1,1,0,0,0,0,0,0,1,26,3.679615385,0.235134467,0,0,0,0,0,0,3.846153846,7.692307692,19.23076923,26.92307692,38.46153846,96.15384615,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,120,"Esguerra, Maria Paz G",Intro to Asian Am Pop Culture,6,7,5,2,0,3,3,0,1,0,0,0,1,0,28,3.345714286,0.477295773,3.571428571,3.571428571,3.571428571,3.571428571,7.142857143,7.142857143,17.85714286,28.57142857,28.57142857,35.71428571,53.57142857,78.57142857,100,B-_cum,2.67,A_cum,4,C+_cum,2.33,A+_cum,4
AAS,120,"Komaki, Ryuta",Intro to Asian Am Pop Culture,0,12,19,18,8,4,0,0,0,0,0,0,0,0,61,3.481147541,0.144315077,0,0,0,0,0,0,0,6.557377049,19.67213115,49.18032787,80.32786885,100,100,B+_cum,3.33,A-_cum,3.67,B_cum,3,A_cum,4
AAS,120,"Lee, Alexander J",Intro to Asian Am Pop Culture,8,13,8,18,15,7,5,8,1,1,4,0,1,1,89,3.052134831,0.646725476,1.123595506,1.123595506,5.617977528,6.741573034,7.865168539,16.85393258,22.47191011,30.33707865,47.19101124,67.41573034,76.40449438,91.01123596,100,B-_cum,2.67,A-_cum,3.67,C_cum,2,A_cum,4
AAS,120,"Lee, Sandra",Intro to Asian Am Pop Culture,0,29,14,11,6,4,0,0,0,0,0,0,0,0,64,3.63578125,0.172627515,0,0,0,0,0,0,0,6.25,15.625,32.8125,54.6875,100,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
AAS,120,"Pham, Vincent N",Intro to Asian Am Pop Culture,1,11,18,10,13,13,7,5,2,1,1,1,0,1,83,3.05686747,0.556799826,0,1.204819277,2.409638554,3.614457831,6.024096386,12.04819277,20.48192771,36.14457831,51.80722892,63.85542169,85.54216867,98.79518072,100,B-_cum,2.67,A-_cum,3.67,C+_cum,2.33,A_cum,4
AAS,120,"Washington, Myra S",Intro to Asian Am Pop Culture,4,12,16,12,30,0,2,0,0,2,0,0,0,0,78,3.333333333,0.285873504,0,0,0,2.564102564,2.564102564,2.564102564,5.128205128,5.128205128,43.58974359,58.97435897,79.48717949,94.87179487,100,B_cum,3,A-_cum,3.67,B_cum,3,A_cum,4
AAS,200,"Sharif, Lila A",U.S. Race and Empire,7,7,3,1,0,2,1,0,0,0,0,0,0,0,21,3.714761905,0.256843991,0,0,0,0,0,0,4.761904762,14.28571429,14.28571429,19.04761905,33.33333333,66.66666667,100,A-_cum,3.67,A+_cum,4,B-_cum,2.67,A+_cum,4
AAS,211,"Nguyen, Mimi T",Asian Americans and the Arts,2,6,5,1,4,3,2,1,0,2,0,0,2,0,28,2.964642857,0.662231496,7.142857143,7.142857143,7.142857143,14.28571429,14.28571429,17.85714286,25,35.71428571,50,53.57142857,71.42857143,92.85714286,100,B-_cum,2.67,A_cum,4,D+_cum,1.33,A_cum,4
AAS,211,"Yang, Caroline H",Asian Americans and the Arts,1,14,7,1,0,0,0,0,0,1,0,0,0,0,24,3.764583333,0.29208316,0,0,0,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,8.333333333,37.5,95.83333333,100,A-_cum,3.67,A_cum,4,A-_cum,3.67,A_cum,4
AAS,215,"Cacho, Lisa M",US Citizenship Comparatively,6,22,22,14,12,14,3,5,4,2,1,2,4,1,111,3.075765766,0.651390718,3.603603604,5.405405405,6.306306306,8.108108108,11.71171171,16.21621622,18.91891892,31.53153153,42.34234234,54.95495495,74.77477477,94.59459459,100,B-_cum,2.67,A_cum,4,C_cum,2,A_cum,4
AAS,246,"Kwon, Soo Ah",Asian American Youth in Film,6,93,23,6,16,4,2,1,2,0,0,0,0,2,153,3.719411765,0.23963168,0,0,0,0,1.307189542,1.960784314,3.267973856,5.882352941,16.33986928,20.26143791,35.29411765,96.07843137,100,A-_cum,3.67,A_cum,4,B_cum,3,A_cum,4
AAS,258,"Rana, Junaid",Muslims in America,7,70,54,7,0,3,1,0,1,0,0,0,1,1,144,3.760416667,0.112090566,0.694444444,0.694444444,0.694444444,0.694444444,1.388888889,1.388888889,2.083333333,4.166666667,4.166666667,9.027777778,46.52777778,95.13888889,100,A-_cum,3.67,A_cum,4,A-_cum,3.67,A_cum,4
AAS,287,"Manalansan, Martin F",Food and Asian Americans,9,116,6,9,5,4,3,0,0,0,0,0,1,1,153,3.82130719,0.141489869,0.653594771,0.653594771,0.653594771,0.653594771,0.653594771,0.653594771,2.614379085,5.22875817,8.496732026,14.37908497,18.30065359,94.11764706,100,A_cum,4,A_cum,4,B+_cum,3.33,A_cum,4
AAS,287,"Sharif, Lila A",Food and Asian Americans,3,25,0,2,0,0,0,0,0,0,0,0,0,0,30,3.955333333,0.027931556,0,0,0,0,0,0,0,0,0,6.666666667,6.666666667,90,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
AAS,315,"Ngo, Fiona","War, Memory, and Cinema",0,7,6,5,4,5,1,0,0,0,0,0,0,0,28,3.369642857,0.264482015,0,0,0,0,0,0,3.571428571,21.42857143,35.71428571,53.57142857,75,100,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
AAS,365,"Arai, Sayuri",Asian American Media and Film,1,4,6,4,5,1,3,2,2,0,0,1,0,0,29,3.034827586,0.707452556,0,3.448275862,3.448275862,3.448275862,10.34482759,17.24137931,27.5862069,31.03448276,48.27586207,62.06896552,82.75862069,96.55172414,100,C+_cum,2.33,A-_cum,3.67,C_cum,2,A_cum,4
AAS,365,"Cagle, Robert L",Asian American Media and Film,6,15,0,0,1,0,3,1,1,0,0,0,2,0,29,3.367586207,0.569512321,6.896551724,6.896551724,6.896551724,6.896551724,10.34482759,13.79310345,24.13793103,24.13793103,27.5862069,27.5862069,27.5862069,79.31034483,100,B_cum,3,A_cum,4,C_cum,2,A+_cum,4
ABE,100,"Green, Angela R",Intro Agric & Biological Engrg,0,238,0,0,98,0,0,12,0,0,6,0,3,0,357,3.574229692,0.406043584,0.840336134,0.840336134,2.521008403,2.521008403,2.521008403,5.882352941,5.882352941,5.882352941,33.33333333,33.33333333,33.33333333,100,100,B_cum,3,A_cum,4,B_cum,3,A_cum,4
ABE,100,"Green-Miller, Angela",Intro Agric & Biological Engrg,0,44,0,0,7,0,0,2,0,0,0,0,0,0,53,3.79245283,0.23994304,0,0,0,0,0,3.773584906,3.773584906,3.773584906,16.98113208,16.98113208,16.98113208,100,100,A_cum,4,A_cum,4,B_cum,3,A_cum,4
ABE,141,"Bhalerao, Kaustubh",ABE Principles: Biological,18,66,56,23,10,6,3,1,1,0,2,0,6,1,192,3.524947917,0.265370066,3.125,3.125,4.166666667,4.166666667,4.6875,5.208333333,6.770833333,9.895833333,15.10416667,27.08333333,56.25,90.625,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ABE,141,"Danao, Mary-Grace",ABE Principles: Biological,7,36,23,32,24,9,6,5,3,3,2,0,1,0,151,3.271390728,0.492270269,0.662251656,0.662251656,1.986754967,3.973509934,5.960264901,9.271523179,13.24503311,19.20529801,35.09933775,56.29139073,71.52317881,95.36423841,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ABE,199,"Kalita, Prasanta K",Water in the Global Environ,2,18,0,1,0,0,0,0,0,0,0,0,0,0,21,3.968095238,0.020358277,0,0,0,0,0,0,0,0,0,4.761904762,4.761904762,90.47619048,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ABE,221,"Grift, Tony E",Agric & Biological Engrg I,0,33,0,14,13,0,2,1,0,0,0,0,0,0,63,3.56,0.264533333,0,0,0,0,0,1.587301587,4.761904762,4.761904762,25.3968254,47.61904762,47.61904762,100,100,B_cum,3,A_cum,4,B_cum,3,A_cum,4
ABE,222,"Rodriguez, Luis F",Agric & Biological Engrg II,0,10,3,9,11,2,1,3,1,4,0,0,2,0,46,2.926956522,0.642139673,4.347826087,4.347826087,4.347826087,13.04347826,15.2173913,21.73913043,23.91304348,28.26086957,52.17391304,71.73913043,78.26086957,100,100,B-_cum,2.67,A-_cum,3.67,D+_cum,1.33,A_cum,4
ABE,223,"Grift, Tony E",ABE Principles: Machine Syst,13,255,47,24,91,12,10,29,2,2,6,2,0,2,493,3.497139959,0.504334822,0,0.405679513,1.622718053,2.028397566,2.434077079,8.31643002,10.34482759,12.77890467,31.23732252,36.10547667,45.63894523,97.36308316,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ABE,224,"Bhattarai, Rabin",ABE Principles: Soil & Water,3,71,34,13,11,0,0,1,0,1,0,0,2,0,136,3.679411765,0.166275081,1.470588235,1.470588235,1.470588235,2.205882353,2.205882353,2.941176471,2.941176471,2.941176471,11.02941176,20.58823529,45.58823529,97.79411765,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ABE,224,"Kalita, Prasanta K",ABE Principles: Soil & Water,51,210,5,27,37,2,8,11,6,0,5,0,5,5,367,3.608337875,0.424221185,1.36239782,1.36239782,2.72479564,2.72479564,4.359673025,7.356948229,9.536784741,10.08174387,20.16348774,27.52043597,28.88283379,86.10354223,100,B+_cum,3.33,A_cum,4,B_cum,3,A+_cum,4
ABE,225,"Zhang, Yuanhui",ABE Principles: Bioenvironment,12,58,34,47,73,10,3,11,2,0,2,0,6,1,258,3.260930233,0.341033259,2.325581395,2.325581395,3.100775194,3.100775194,3.875968992,8.139534884,9.302325581,13.17829457,41.47286822,59.68992248,72.86821705,95.34883721,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ABE,226,"Singh, Vijay",ABE Principles: Bioprocessing,27,52,49,41,37,12,14,10,7,1,1,2,5,1,258,3.268914729,0.488353018,1.937984496,2.713178295,3.100775194,3.488372093,6.201550388,10.07751938,15.50387597,20.15503876,34.49612403,50.3875969,69.37984496,89.53488372,100,B_cum,3,A_cum,4,C+_cum,2.33,A_cum,4
ABE,341,"Danao, Mary-Grace",Transport Processes in ABE,2,8,4,5,10,7,6,6,2,1,2,0,0,0,53,2.880566038,0.667292132,0,0,3.773584906,5.660377358,9.433962264,20.75471698,32.0754717,45.28301887,64.1509434,73.58490566,81.13207547,96.22641509,100,C+_cum,2.33,A-_cum,3.67,C_cum,2,A_cum,4
ABE,341,"Rausch, Kent D",Transport Processes in ABE,0,14,11,6,11,7,1,0,1,1,1,0,0,0,53,3.29,0.469867925,0,0,1.886792453,3.773584906,5.660377358,5.660377358,7.547169811,20.75471698,41.50943396,52.83018868,73.58490566,100,100,B_cum,3,A_cum,4,B-_cum,2.67,A_cum,4
ABE,361,"Hansen, Alan C",Off-Road Machine Design,2,14,11,4,3,4,1,4,0,0,0,1,3,0,47,3.156808511,0.587976625,6.382978723,8.510638298,8.510638298,8.510638298,8.510638298,17.0212766,19.14893617,27.65957447,34.04255319,42.55319149,65.95744681,95.74468085,100,B-_cum,2.67,A_cum,4,C_cum,2,A_cum,4
ABE,425,"Grift, Tony E",Engrg Measurement Systems,20,150,13,29,26,6,5,4,0,0,0,0,1,0,254,3.692716535,0.233748308,0.393700787,0.393700787,0.393700787,0.393700787,0.393700787,1.968503937,3.937007874,6.299212598,16.53543307,27.95275591,33.07086614,92.12598425,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ABE,430,"Davidson, Paul C",Project Management,9,416,33,11,11,0,0,0,0,1,1,0,2,0,484,3.911301653,0.068710989,0.41322314,0.41322314,0.619834711,0.826446281,0.826446281,0.826446281,0.826446281,0.826446281,3.099173554,5.371900826,12.19008264,98.14049587,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ABE,430,"Schideman, Lance C",Project Management,1,59,39,55,141,30,10,20,6,0,0,0,0,0,361,3.165373961,0.3102304,0,0,0,0,1.662049861,7.202216066,9.972299169,18.28254848,57.34072022,72.57617729,83.37950139,99.72299169,100,B_cum,3,A-_cum,3.67,B-_cum,2.67,A_cum,4
ABE,430,"Zahos, Stephen C",Project Management,0,9,9,27,10,8,1,1,0,0,0,0,0,0,65,3.302,0.190342154,0,0,0,0,0,1.538461538,3.076923077,15.38461538,30.76923077,72.30769231,86.15384615,100,100,B_cum,3,A-_cum,3.67,B-_cum,2.67,A_cum,4
ABE,436,"Wang, Xinlei",Renewable Energy Systems,33,79,78,108,85,33,19,14,4,0,4,0,2,1,459,3.311459695,0.347529393,0.435729847,0.435729847,1.307189542,1.307189542,2.178649237,5.22875817,9.368191721,16.5577342,35.07625272,58.60566449,75.59912854,92.81045752,100,B_cum,3,A-_cum,3.67,B-_cum,2.67,A_cum,4
ABE,446,"Bhalerao, Kaustubh",Biological Nanoengineering,1,6,12,2,0,1,0,0,0,0,0,0,0,0,22,3.698636364,0.089793595,0,0,0,0,0,0,0,4.545454545,4.545454545,13.63636364,68.18181818,95.45454545,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ABE,456,"Kalita, Prasanta K",Land & Water Resources Engrg,0,35,1,2,4,0,0,1,0,0,0,0,0,0,43,3.821627907,0.177641536,0,0,0,0,0,2.325581395,2.325581395,2.325581395,11.62790698,16.27906977,18.60465116,100,100,A_cum,4,A_cum,4,B+_cum,3.33,A_cum,4
ABE,457,"Kalita, Prasanta K",NPS Pollution Processes,2,16,0,1,2,0,0,0,0,0,0,0,0,0,21,3.872857143,0.10044898,0,0,0,0,0,0,0,0,9.523809524,14.28571429,14.28571429,90.47619048,100,A_cum,4,A_cum,4,B+_cum,3.33,A_cum,4
ABE,466,"Hansen, Alan C",Engineering Off-Road Vehicles,13,62,86,55,37,28,17,11,4,0,4,0,3,0,320,3.3025625,0.404175442,0.9375,0.9375,2.1875,2.1875,3.4375,6.875,12.1875,20.9375,32.5,49.6875,76.5625,95.9375,100,B_cum,3,A-_cum,3.67,B-_cum,2.67,A_cum,4
ABE,469,"Zahos, Stephen C",Industry-Linked Design Project,4,104,107,43,34,13,3,0,0,0,0,0,0,0,308,3.609025974,0.159858142,0,0,0,0,0,0,0.974025974,5.194805195,16.23376623,30.19480519,64.93506494,98.7012987,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ABE,483,"Rausch, Kent D",Engrg Properties of Food Matls,0,16,0,0,6,0,0,2,0,0,0,0,0,0,24,3.583333333,0.409722222,0,0,0,0,0,8.333333333,8.333333333,8.333333333,33.33333333,33.33333333,33.33333333,100,100,B_cum,3,A_cum,4,B_cum,3,A_cum,4
ABE,488,"Singh, Vijay",Bioprocessing Biomass for Fuel,25,72,43,40,21,13,6,8,1,0,0,0,0,1,229,3.53,0.306596507,0,0,0,0,0.436681223,3.930131004,6.550218341,12.22707424,21.39737991,38.86462882,57.6419214,89.08296943,100,B+_cum,3.33,A_cum,4,B_cum,3,A_cum,4
ABE,498,"Chowdhary, Girish",Intro to Field Robotics,3,9,2,3,5,1,0,0,0,0,0,0,0,0,23,3.608695652,0.209202647,0,0,0,0,0,0,0,4.347826087,26.08695652,39.13043478,47.82608696,86.95652174,100,B_cum,3,A_cum,4,B_cum,3,A+_cum,4
ABE,501,"Zhang, Yuanhui",Graduate Research I,0,20,0,1,0,0,0,0,0,0,1,0,0,0,22,3.833181818,0.401667149,0,0,4.545454545,4.545454545,4.545454545,4.545454545,4.545454545,4.545454545,4.545454545,9.090909091,9.090909091,100,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ABE,598,"Chowdhary, Girish",Autonomous Decision Making,3,13,5,3,1,0,0,0,0,0,0,0,0,1,25,3.8136,0.08090304,0,0,0,0,0,0,0,0,4,16,36,88,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ACCY,200,"Finnegan, Thomas",Fundamentals of Accounting,5,94,2,6,0,0,0,0,0,0,0,0,0,0,107,3.956261682,0.025294436,0,0,0,0,0,0,0,0,0,5.607476636,7.476635514,95.3271028,100,A_cum,4,A_cum,4,A_cum,4,A_cum,4
ACCY,200,"Li, Wei",Fundamentals of Accounting,17,21,14,9,0,1,0,0,0,0,0,0,0,0,62,3.806774194,0.080947659,0,0,0,0,0,0,0,1.612903226,1.612903226,16.12903226,38.70967742,72.58064516,100,A-_cum,3.67,A+_cum,4,B+_cum,3.33,A+_cum,4
ACCY,200,"Polinski, Paul W",Fundamentals of Accounting,0,13,12,6,0,0,0,0,0,0,0,0,0,0,31,3.742580645,0.062773985,0,0,0,0,0,0,0,0,0,19.35483871,58.06451613,100,100,A-_cum,3.67,A_cum,4,B+_cum,3.33,A_cum,4
ACCY,200,"Silhan, Peter A",Fundamentals of Accounting,103,998,632,549,538,416,327,233,145,67,90,40,27,3,4165,3.109795918,0.67749443,0.648259304,1.608643457,3.769507803,5.378151261,8.859543818,14.45378151,22.30492197,32.29291717,45.21008403,58.39135654,73.56542617,97.5270108,100,B-_cum,2.67,A_cum,4,C_cum,2,A_cum,4
ACCY,200,"Zhang, Li",Fundamentals of Accounting,9,17,4,0,3,2,0,0,0,0,0,0,0,0,35,3.800571429,0.159468245,0,0,0,0,0,0,0,5.714285714,14.28571429,14.28571429,25.71428571,74.28571429,100,A-_cum,3.67,A+_cum,4,B_cum,3,A+_cum,4
ACCY,201,"Arends, Alyssa M",Accounting and Accountancy I,5,9,10,6,7,6,6,2,4,0,3,0,5,0,63,2.815238095,0.742640377,7.936507937,7.936507937,12.6984127,12.6984127,19.04761905,22.22222222,31.74603175,41.26984127,52.38095238,61.9047619,77.77777778,92.06349206,100,C+_cum,2.33,A-_cum,3.67,D_cum,1,A_cum,4
